pair,direction,entry_time,exit_time,entry_price,exit_price,units,gross_pnl_usd,net_pnl_usd,r_multiple,commission_usd,exit_reason,strategy_family,context_key,context_trades_before,context_win_rate_before,context_expectancy_before
USDCAD,long,2020-01-15 12:45:00-05:00,2020-01-15 12:55:00-05:00,1.3038750000000001,1.3040030825724356,2000000,196.42005633538835,116.42005633538835,0.3069494140324504,80.0,take_profit,adaptive_session_reversion,wed_thu|core|balanced|deep|long,0,0.0,0.0
USDCAD,long,2020-01-16 12:55:00-05:00,2020-01-16 13:05:00-05:00,1.304105,1.3043749999999998,2002000,414.3910703604211,334.31107036042107,0.8774299908586739,80.08000000000001,mean_reversion_exit,adaptive_session_reversion,wed_thu|core|balanced|deep|long,1,1.0,0.3069494140324504
USDCAD,long,2020-01-20 12:50:00-05:00,2020-01-20 13:00:00-05:00,1.3047250000000001,1.3048194309911596,2009000,145.37307374664232,65.0130737466423,0.21196305208054736,80.36000000000001,take_profit,adaptive_session_reversion,mon_tue|core|balanced|deep|long,0,0.0,0.0
USDCAD,short,2020-04-03 13:50:00-04:00,2020-04-03 14:20:00-04:00,1.4156549999999999,1.4150881884896536,1221000,488.97930132678,440.13930132677996,0.5839534953165211,48.84,take_profit,adaptive_session_reversion,fri|core|calm|deep|short,0,0.0,0.0
USDCAD,long,2020-04-17 12:05:00-04:00,2020-04-17 12:55:00-04:00,1.402895,1.4031749999999998,1587000,316.6716551928704,253.19165519287037,0.3344953444579338,63.480000000000004,time_stop,adaptive_session_reversion,fri|early|balanced|deep|long,0,0.0,0.0
USDCAD,long,2020-06-30 11:55:00-04:00,2020-06-30 12:00:00-04:00,1.361175,1.3616212964092702,1472000,482.47197435846294,423.59197435846295,0.5581465024020622,58.88,take_profit,adaptive_session_reversion,mon_tue|early|balanced|deep|long,0,0.0,0.0
USDCAD,short,2020-07-02 11:00:00-04:00,2020-07-02 11:10:00-04:00,1.360545,1.3600192001886682,1271000,491.30415235738764,440.4641523573876,0.57829734310837,50.84,take_profit,adaptive_session_reversion,wed_thu|early|balanced|deep|short,0,0.0,0.0
USDCAD,short,2020-07-13 13:00:00-04:00,2020-07-13 13:10:00-04:00,1.356895,1.3566545019487197,2041000,361.82048359756243,280.18048359756244,0.45675069449471084,81.64,take_profit,adaptive_session_reversion,mon_tue|core|balanced|mild|short,0,0.0,0.0
USDCAD,long,2020-08-10 13:05:00-04:00,2020-08-10 13:10:00-04:00,1.3349550000000001,1.334542684862727,2047000,-632.4392003161245,-714.3192003161246,-1.2682091861657252,81.88000000000001,stop_loss,adaptive_session_reversion,mon_tue|core|balanced|deep|long,1,1.0,0.21196305208054736
USDCAD,short,2020-09-07 14:35:00-04:00,2020-09-07 15:05:00-04:00,1.309545,1.3095161565217888,2032000,44.757842919873504,-36.5221570801265,-0.22312623920115351,81.28,take_profit,adaptive_session_reversion,mon_tue|late|balanced|deep|short,0,0.0,0.0
USDCAD,long,2020-09-16 12:50:00-04:00,2020-09-16 13:10:00-04:00,1.315465,1.315699411671706,2032000,361.8992211600199,280.61922116001995,0.4551292618260837,81.28,take_profit,adaptive_session_reversion,wed_thu|core|calm|deep|long,0,0.0,0.0
USDCAD,long,2020-09-30 11:45:00-04:00,2020-09-30 11:50:00-04:00,1.333145,1.332317641299892,1302000,-808.3846337430055,-860.4646337430054,-1.1261640424766761,52.080000000000005,stop_loss,adaptive_session_reversion,wed_thu|early|balanced|deep|long,0,0.0,0.0
USDCAD,short,2020-11-20 13:25:00-05:00,2020-11-20 13:30:00-05:00,1.308255,1.3086543819243484,2020000,-616.5750719817365,-697.3750719817365,-1.2745322500666336,80.80000000000001,stop_loss,adaptive_session_reversion,fri|core|balanced|deep|short,0,0.0,0.0
USDCAD,long,2021-01-12 12:10:00-05:00,2021-01-12 12:15:00-05:00,1.2752350000000001,1.2755239156234426,2006000,454.2114614849644,373.9714614849644,0.49843879890792975,80.24000000000001,take_profit,adaptive_session_reversion,mon_tue|early|balanced|deep|long,1,1.0,0.5581465024020622
USDCAD,long,2021-01-19 12:05:00-05:00,2021-01-19 12:55:00-05:00,1.2726350000000002,1.2727849999999998,1908000,224.8532796990431,148.5332796990431,0.19671941896618697,76.32000000000001,time_stop,adaptive_session_reversion,mon_tue|early|balanced|deep|long,2,1.0,0.528292650654996
USDCAD,long,2021-02-03 12:25:00-05:00,2021-02-03 12:45:00-05:00,1.277365,1.2768818235402317,2016000,-762.9221501691927,-843.5621501691928,-1.2197679770345529,80.64,stop_loss,adaptive_session_reversion,wed_thu|early|calm|deep|long,0,0.0,0.0
USDCAD,short,2021-03-03 14:40:00-05:00,2021-03-03 14:50:00-05:00,1.263345,1.2637997070876132,2000000,-719.5472439622811,-799.5472439622811,-1.232836808137755,80.0,stop_loss,adaptive_session_reversion,wed_thu|late|balanced|deep|short,0,0.0,0.0
USDCAD,long,2021-03-08 13:35:00-05:00,2021-03-08 13:45:00-05:00,1.264715,1.264977379167386,1984000,411.4613034767899,332.1013034767899,0.48208416988992575,79.36,take_profit,adaptive_session_reversion,mon_tue|core|balanced|deep|long,2,0.5,-0.5281230670425889
USDCAD,short,2021-04-06 14:10:00-04:00,2021-04-06 14:25:00-04:00,1.256715,1.2565485163476675,1990000,263.68977335559856,184.08977335559854,0.38481951279861754,79.60000000000001,take_profit,adaptive_session_reversion,mon_tue|core|balanced|deep|short,0,0.0,0.0
USDCAD,long,2021-04-08 11:20:00-04:00,2021-04-08 11:25:00-04:00,1.258575,1.258887697721675,1842000,457.57733942809347,383.89733942809346,0.5133485298711394,73.68,take_profit,adaptive_session_reversion,wed_thu|early|balanced|deep|long,1,0.0,-1.1261640424766761
USDCAD,short,2021-04-12 15:25:00-04:00,2021-04-12 15:30:00-04:00,1.2563149999999998,1.2566744240066545,2002000,-572.6345596596003,-652.7145596596002,-1.302895184478728,80.08000000000001,stop_loss,adaptive_session_reversion,mon_tue|late|balanced|deep|short,1,0.0,-0.22312623920115351
USDCAD,long,2021-05-28 14:05:00-04:00,2021-05-28 14:10:00-04:00,1.207835,1.2080003917143438,1989000,272.2942421529815,192.7342421529815,0.389425589715661,79.56,take_profit,adaptive_session_reversion,fri|core|balanced|deep|long,0,0.0,0.0
USDCAD,short,2021-06-07 15:25:00-04:00,2021-06-07 15:35:00-04:00,1.207095,1.2073686073011536,1992000,-451.38950498400146,-531.0695049840015,-1.407879710307442,79.68,stop_loss,adaptive_session_reversion,mon_tue|late|balanced|deep|short,2,0.0,-0.7630107118399407
