trade_id,entry_time,exit_time,direction,verdict,gross_r,net_r,comm_r
1350,2020-12-01T13:18:00+00:00,2020-12-01T13:34:01.773000,LONG,BE_STOP,0.0,-0.0485,0.0485
1351,2020-12-02T12:03:00+00:00,2020-12-02T13:35:35.576000,LONG,TP,1.4,1.3621,0.0379
1352,2020-12-03T12:09:00+00:00,2020-12-03T12:58:21.006000,LONG,TP,1.4,1.3693,0.0307
1353,2020-12-04T20:33:00+00:00,2020-12-04T20:45:34.793000,SHORT,TP,1.4,1.3359,0.0641
1354,2020-12-07T12:24:00+00:00,2020-12-07T13:05:43.480000,SHORT,SL,-1.0,-1.0352,0.0352
1355,2020-12-09T14:21:00+00:00,2020-12-09T15:09:45.261000,SHORT,TP,1.4,1.358,0.042
1356,2020-12-10T13:00:00+00:00,2020-12-10T13:06:30.696000,LONG,BE_STOP,0.0,-0.0305,0.0305
1357,2020-12-14T13:15:00+00:00,2020-12-14T14:03:34.987000,LONG,BE_STOP,0.0,-0.0495,0.0495
1358,2020-12-15T12:15:00+00:00,2020-12-15T12:55:18.367000,SHORT,TP,1.4,1.3296,0.0704
1359,2020-12-16T16:06:00+00:00,2020-12-16T16:28:25.547000,SHORT,TP,1.4,1.3219,0.0781
1360,2020-12-17T15:21:00+00:00,2020-12-17T17:08:06.871000,SHORT,SL,-1.0,-1.0299,0.0299
1361,2020-12-18T15:06:00+00:00,2020-12-18T21:59:55.201000,LONG,TIME_EXIT,0.5803,0.5544,0.0259
1362,2020-12-21T12:54:00+00:00,2020-12-21T13:26:01.998000,SHORT,SL,-1.0,-1.0208,0.0208
1363,2020-12-22T14:15:00+00:00,2020-12-22T14:31:08.276000,SHORT,BE_STOP,0.0,-0.0379,0.0379
1364,2020-12-23T14:15:00+00:00,2020-12-23T14:32:37.539000,LONG,TP,1.4,1.3708,0.0292
1365,2020-12-24T14:06:00+00:00,2020-12-25T00:44:54.174000,LONG,TIME_EXIT,-0.8168,-0.8416,0.0248
1366,2020-12-28T17:09:00+00:00,2020-12-28T17:16:30.589000,SHORT,BE_STOP,0.0,-0.0735,0.0735
1367,2020-12-29T13:27:00+00:00,2020-12-29T13:43:48.929000,SHORT,BE_STOP,0.0,-0.0794,0.0794
1368,2020-12-30T13:57:00+00:00,2020-12-30T14:12:15.049000,LONG,BE_STOP,0.0,-0.0312,0.0312
1369,2020-12-31T12:57:00+00:00,2020-12-31T14:33:39.601000,LONG,BE_STOP,0.0,-0.0368,0.0368
