pair,year,trades,wins,losses,win_rate,total_pnl_r,total_pnl_usd,avg_pnl_r,max_drawdown_pct,profit_factor
EURUSD,2020,14,6,8,42.857142857142854,-4.076134264313675,-4076.134264313674,-0.29115244745097674,4.027075963403315,0.3943773296004198
EURUSD,2021,19,9,10,47.368421052631575,-2.1064030918375,-2106.4030918375,-0.11086332062302633,4.134990004586805,0.7435934664938606
