trade_id,entry_time,exit_time,direction,verdict,gross_r,net_r,comm_r
2036,2023-11-01T11:15:00+00:00,2023-11-01T12:15:06.066000,SHORT,SL,-1.0,-1.0485,0.0485
2037,2023-11-03T11:48:00+00:00,2023-11-03T12:17:19.262000,SHORT,SL,-1.0,-1.0562,0.0562
2038,2023-11-06T19:03:00+00:00,2023-11-06T20:27:21.092000,SHORT,TP,1.4,1.3296,0.0704
2039,2023-11-08T14:00:00+00:00,2023-11-08T14:20:05.647000,LONG,BE_STOP,0.0,-0.0781,0.0781
2040,2023-11-09T13:24:00+00:00,2023-11-09T14:15:49.862000,LONG,TP,1.4,1.3515,0.0485
2041,2023-11-10T12:27:00+00:00,2023-11-10T14:07:00.681000,LONG,BE_STOP,0.0,-0.0336,0.0336
2042,2023-11-13T12:00:00+00:00,2023-11-13T12:52:22.659000,SHORT,TP,1.4,1.3351,0.0649
2043,2023-11-14T14:00:00+00:00,2023-11-14T14:09:25.898000,LONG,TP,1.4,1.3621,0.0379
2044,2023-11-15T13:00:00+00:00,2023-11-15T13:31:24.456000,LONG,BE_STOP,0.0,-0.0184,0.0184
2045,2023-11-16T13:03:00+00:00,2023-11-16T13:25:33.710000,LONG,BE_STOP,0.0,-0.0769,0.0769
2046,2023-11-17T14:36:00+00:00,2023-11-17T15:36:45.581000,SHORT,SL,-1.0,-1.0204,0.0204
2047,2023-11-20T14:36:00+00:00,2023-11-20T15:07:06.078000,LONG,BE_STOP,0.0,-0.0291,0.0291
2048,2023-11-21T15:24:00+00:00,2023-11-21T16:09:38.558000,SHORT,BE_STOP,0.0,-0.0294,0.0294
2049,2023-11-22T12:06:00+00:00,2023-11-22T12:25:01.159000,LONG,BE_STOP,0.0,-0.0685,0.0685
2050,2023-11-24T13:45:00+00:00,2023-11-24T14:26:29.317000,LONG,BE_STOP,0.0,-0.0321,0.0321
2051,2023-11-27T12:30:00+00:00,2023-11-27T14:14:18.663000,SHORT,TP,1.4,1.3398,0.0602
2052,2023-11-28T13:24:00+00:00,2023-11-28T15:40:09.369000,LONG,TP,1.4,1.3745,0.0255
2053,2023-11-29T15:00:00+00:00,2023-11-30T00:44:59.133000,LONG,TIME_EXIT,-0.3234,-0.342,0.0186
2054,2023-11-30T14:00:00+00:00,2023-11-30T14:56:48.806000,SHORT,BE_STOP,0.0,-0.0365,0.0365
