pair,year,trades,wins,losses,breakevens,win_rate,total_pnl_r,total_pnl_usd,avg_pnl_r,max_drawdown_pct,profit_factor
EURUSD,2015,57,21,36,0,36.84210526315789,-2.094369052647657,-1169.9779949756767,-0.036743316713116786,4.830107025891807,0.9356649466387397
EURUSD,2016,66,19,47,0,28.78787878787879,-20.153517691233574,-9482.642567457104,-0.30535632865505413,9.26628472750634,0.5719100044981483
EURUSD,2017,63,10,53,0,15.873015873015872,-40.27483598155253,-16045.703220526895,-0.6392831108182941,16.84094378024077,0.25663054910234245
EURUSD,2018,5,1,4,0,20.0,-1.2748492949813321,-458.1883444951804,-0.25496985899626645,0.7325461761056916,0.6023809849885254
