trade_id,entry_time_original,entry_time_utc,exit_time_original,exit_time_utc,direction,entry_price_raw,executable_entry,executable_side,spread_entry,sl,tp,risk_pips,be_trigger_price,be_stop_price,ticks_loaded,first_sl_time_utc,first_be_trigger_time_utc,first_be_stop_time_utc,first_tp_time_utc,tick_outcome,tick_R,auditable_yes_no,non_auditable_reason,notes
538,2017-05-01 10:48:00-04:00,2017-05-01 14:48:00+00:00,2017-05-01 11:42:00-04:00,2017-05-01 15:42:00+00:00,SHORT,1.09142,1.09172,Bid,4.999999999988347e-05,1.0924900000000002,1.0899219999999998,0.0010700000000001,1.090992,1.09142,2355,,2017-05-01 15:39:29.184000+00:00,,,TIME_EXIT,0.3644859813084823,YES,,
539,2017-05-02 08:12:00-04:00,2017-05-02 12:12:00+00:00,2017-05-02 10:03:00-04:00,2017-05-02 14:03:00+00:00,LONG,1.09156,1.09113,Ask,4.0000000000040004e-05,1.09031,1.0933100000000004,0.0012500000000001,1.09206,1.09156,7250,,,,,TIME_EXIT,-0.25599999999988027,YES,,
540,2017-05-03 10:21:00-04:00,2017-05-03 14:21:00+00:00,2017-05-03 13:15:00-04:00,2017-05-03 17:15:00+00:00,LONG,1.0914,1.09086,Ask,9.999999999843467e-06,1.0902699999999999,1.092982,0.00113,1.0918519999999998,1.0914,9606,,2017-05-03 15:51:09.982000+00:00,,,TIME_EXIT,0.5309734513275717,YES,,
541,2017-05-04 10:00:00-04:00,2017-05-04 14:00:00+00:00,2017-05-04 10:51:00-04:00,2017-05-04 14:51:00+00:00,LONG,1.09445,1.09372,Ask,2.999999999997449e-05,1.0929999999999997,1.09648,0.0014500000000001,1.09503,1.09445,4924,,2017-05-04 14:50:54.924000+00:00,,,TIME_EXIT,0.8344827586205861,YES,,
542,2017-05-05 09:00:00-04:00,2017-05-05 13:00:00+00:00,2017-05-05 10:24:00-04:00,2017-05-05 14:24:00+00:00,SHORT,1.09699,1.0979,Bid,1.999999999990898e-05,1.0992300000000002,1.0938539999999997,0.0022400000000002,1.096094,1.09699,7648,,,,,TIME_EXIT,-0.40178571428563414,YES,,
543,2017-05-08 08:45:00-04:00,2017-05-08 12:45:00+00:00,2017-05-08 10:48:00-04:00,2017-05-08 14:48:00+00:00,LONG,1.09495,1.09455,Ask,1.999999999990898e-05,1.0929999999999997,1.0976800000000009,0.0019500000000003,1.0957300000000003,1.09495,8564,,,,,TIME_EXIT,-0.5846153846152531,YES,,
544,2017-05-09 14:09:00-04:00,2017-05-09 18:09:00+00:00,2017-05-09 14:15:00-04:00,2017-05-09 18:15:00+00:00,SHORT,1.0882,1.08832,Bid,5.0000000000105516e-05,1.0885700000000003,1.0876819999999998,0.0003700000000002,1.088052,1.0882,157,,,,,TIME_EXIT,0.6486486486483467,YES,,
545,2017-05-10 14:33:00-04:00,2017-05-10 18:33:00+00:00,2017-05-10 20:00:00-04:00,2017-05-11 00:00:00+00:00,LONG,1.08597,1.08576,Ask,4.0000000000040004e-05,1.0852199999999999,1.0870200000000003,0.0007500000000002,1.0862700000000003,1.08597,7650,,2017-05-10 19:04:04.380000+00:00,,,TIME_EXIT,1.2666666666663373,YES,,
546,2017-05-12 07:45:00-04:00,2017-05-12 11:45:00+00:00,2017-05-12 08:30:00-04:00,2017-05-12 12:30:00+00:00,SHORT,1.08724,1.0874,Bid,2.0000000000131024e-05,1.0878900000000002,1.0863299999999996,0.0006500000000002,1.0869799999999998,1.08724,2147,,,,,TIME_EXIT,0.10769230769229686,YES,,
547,2017-05-15 08:30:00-04:00,2017-05-15 12:30:00+00:00,2017-05-15 10:42:00-04:00,2017-05-15 14:42:00+00:00,LONG,1.09754,1.09691,Ask,4.0000000000040004e-05,1.0964399999999999,1.09908,0.0011000000000001,1.09798,1.09754,9654,,2017-05-15 12:58:41.956000+00:00,,,TIME_EXIT,1.0636363636361699,YES,,
548,2017-05-16 07:36:00-04:00,2017-05-16 11:36:00+00:00,2017-05-16 08:03:00-04:00,2017-05-16 12:03:00+00:00,SHORT,1.10572,1.106,Bid,1.999999999990898e-05,1.10668,1.104376,0.00096,1.105336,1.10572,1938,,2017-05-16 11:56:24.519000+00:00,,,TIME_EXIT,0.3437500000001703,YES,,
