pair,direction,entry_time,exit_time,entry_price,exit_price,units,gross_pnl_usd,net_pnl_usd,r_multiple,commission_usd,exit_reason,strategy_family,context_key,setup_tag,context_trades_before,context_win_rate_before,context_expectancy_before
USDJPY,short,2022-01-04 13:20:00-05:00,2022-01-04 13:35:00-05:00,116.12049999999999,116.15355792168047,2000000,-569.2231953316065,-649.2231953316065,-1.275299311461396,80.0,stop_loss,usdjp_session_playbook,compression_breakout|mon_tue|core|active|mild|short,compression_breakout,0,0.0,0.0
USDJPY,short,2022-01-07 13:35:00-05:00,2022-01-07 13:50:00-05:00,115.5715,115.56057343107096,1987000,187.87885376297862,108.3988537629786,0.2622392584670931,79.48,take_profit,usdjp_session_playbook,compression_breakout|fri|core|balanced|deep|short,compression_breakout,0,0.0,0.0
USDJPY,short,2022-01-21 14:40:00-05:00,2022-01-21 14:50:00-05:00,113.6515,113.67837460648242,1989000,-470.20277874719767,-549.7627787471977,-1.3440143118940022,79.56,stop_loss,usdjp_session_playbook,compression_breakout|fri|late|active|mild|short,compression_breakout,0,0.0,0.0
USDJPY,short,2022-02-04 14:10:00-05:00,2022-02-04 14:30:00-05:00,115.1775,115.20381023287756,1978000,-451.7346674752591,-530.854667475259,-1.355214437038843,79.12,stop_loss,usdjp_session_playbook,compression_breakout|fri|core|active|mild|short,compression_breakout,0,0.0,0.0
USDJPY,long,2022-02-04 15:00:00-05:00,2022-02-04 15:05:00-05:00,115.2615,115.24041731057221,1967000,-359.8671431189442,-438.5471431189443,-1.4615215941880826,78.68,stop_loss,usdjp_session_playbook,compression_breakout|fri|late|active|deep|long,compression_breakout,0,0.0,0.0
USDJPY,short,2022-02-25 14:55:00-05:00,2022-02-25 15:00:00-05:00,115.6225,115.61553696393716,1958000,117.93894939441745,39.61894939441745,0.13416850027271846,78.32000000000001,take_profit,usdjp_session_playbook,compression_breakout|fri|late|active|mild|short,compression_breakout,1,0.0,-1.3440143118940022
USDJPY,short,2022-03-04 14:45:00-05:00,2022-03-04 14:55:00-05:00,114.6995,114.73077471944168,1959000,-533.825698233483,-612.1856982334829,-1.2906257999162132,78.36,stop_loss,usdjp_session_playbook,compression_breakout|fri|late|active|deep|short,compression_breakout,0,0.0,0.0
USDJPY,long,2022-03-25 15:00:00-04:00,2022-03-25 15:05:00-04:00,122.1335,122.09567863786512,1947000,-602.8159833378927,-680.6959833378928,-1.2443254070625482,77.88000000000001,stop_loss,usdjp_session_playbook,compression_breakout|fri|late|active|deep|long,compression_breakout,1,0.0,-1.4615215941880826
USDJPY,short,2022-03-30 14:05:00-04:00,2022-03-30 14:15:00-04:00,121.8475,121.881770237997,1933000,-543.5078726993369,-620.8278726993368,-1.2720219853021397,77.32000000000001,stop_loss,usdjp_session_playbook,compression_breakout|wed_thu|core|active|mild|short,compression_breakout,0,0.0,0.0
USDJPY,long,2022-04-19 14:00:00-04:00,2022-04-19 14:05:00-04:00,128.8075,128.7666803665192,1921000,-608.9454606751927,-685.7854606751927,-1.2321196644718462,76.84,stop_loss,usdjp_session_playbook,compression_breakout|mon_tue|core|active|deep|long,compression_breakout,0,0.0,0.0
USDJPY,short,2022-04-22 13:50:00-04:00,2022-04-22 14:00:00-04:00,128.4695,128.54285288913428,1315000,-750.3679469429178,-802.9679469429177,-1.1230784395551126,52.6,stop_loss,usdjp_session_playbook,compression_breakout|fri|core|balanced|deep|short,compression_breakout,1,1.0,0.2622392584670931
