family,pair,stage,score,total_return_pct,max_drawdown_pct,profit_factor,total_trades,trades_per_month,win_rate_pct
core_reversion,USDJPY,design,-11.942456257474944,-0.43497579832165734,0.5035183250169648,0.13612717410632988,2,1.0,50.0
core_reversion,USDJPY,oos,-1000.0,0.0,0.0,inf,0,0.0,0.0
core_reversion,EURUSD,design,226.23735533352016,0.11867766676008085,0.0,inf,1,1.0,100.0
core_reversion,EURUSD,oos,-17.85253083377335,-1.384068028686003,1.691570243169319,0.18433641098613135,4,1.0,50.0
core_reversion,USDCAD,design,232.20205168096925,1.6010258404846267,0.0,inf,3,1.5,100.0
core_reversion,USDCAD,oos,-53.11018027312521,-1.2623075604712097,1.3171130304365575,0.0,2,1.0,0.0
core_reversion,USDCHF,design,-56.909952419774704,-1.8442789171106755,1.8442789171106706,0.0,3,1.0,0.0
core_reversion,USDCHF,oos,226.5458394489023,0.2729197244511594,0.0,inf,2,1.0,100.0
mean_reversion,USDJPY,design,-146.83843751571112,-19.359323192974244,19.502094841855495,0.25397082406047017,61,2.9047619047619047,19.672131147540984
mean_reversion,USDJPY,oos,-62.682902849470736,-10.268056838863092,12.730606486584179,0.8128214759314442,131,2.911111111111111,35.87786259541985
mean_reversion,EURUSD,design,-106.85219710933482,-13.359869431638815,18.040780625975913,0.5930361220955593,75,3.125,29.333333333333332
mean_reversion,EURUSD,oos,-275.9406637833954,-36.12095889338638,43.67973622918447,0.600589084219616,190,4.042553191489362,27.368421052631582
mean_reversion,USDCAD,design,-95.87733970441056,-13.407613105912109,14.754263510366522,0.5395346127593521,57,2.7142857142857144,28.07017543859649
mean_reversion,USDCAD,oos,-158.20776912103403,-22.30526444728287,25.603904555522057,0.6313522582865593,152,3.3043478260869565,32.23684210526316
mean_reversion,USDCHF,design,-97.59146390701974,-12.72224075321473,19.30485097097536,0.7272578983136849,100,4.3478260869565215,32.0
mean_reversion,USDCHF,oos,-212.447053250418,-28.086480112584077,36.065984794325715,0.742478090732639,205,4.270833333333333,31.21951219512195
trend_pullback,USDJPY,design,-268.8002018414709,-44.62888001513596,44.62888001513596,0.2924028527159168,231,9.625,40.25974025974026
trend_pullback,USDJPY,oos,-276.58424283986733,-47.07415134127969,49.21702493009408,0.6297757786357556,463,9.645833333333334,50.9719222462203
trend_pullback,EURUSD,design,-223.25713853832016,-40.147943264905415,40.147943264905415,0.4219222378217037,254,10.583333333333334,45.66929133858268
trend_pullback,EURUSD,oos,-402.70711599772267,-65.46978580989362,65.7420588719546,0.46180255521395586,494,10.291666666666666,44.534412955465584
trend_pullback,USDCAD,design,-172.13601307601107,-31.151783215165818,32.33286602881723,0.5129166526775588,207,8.625,49.275362318840585
trend_pullback,USDCAD,oos,-480.014981206285,-75.5850045981991,75.60524137631653,0.3280479288188734,491,10.229166666666666,41.14052953156823
trend_pullback,USDCHF,design,-289.8790648994786,-47.49555048220435,47.976248632408925,0.3251638390814481,226,9.416666666666666,42.47787610619469
trend_pullback,USDCHF,oos,-501.078184809997,-78.76919820149409,78.7691982014941,0.3832698191099017,488,10.166666666666666,39.959016393442624
post_expansion_reversion,USDJPY,design,-56.970768372029355,-1.8529669102899105,1.852966910289906,0.0,2,1.0,0.0
post_expansion_reversion,USDJPY,oos,10.894879284342906,-0.6218153668618442,1.0888567151759185,0.7595698398486548,6,1.2,50.0
post_expansion_reversion,EURUSD,design,-48.6835949127139,-0.6690849875305549,0.6690849875305576,0.0,1,1.0,0.0
post_expansion_reversion,EURUSD,oos,68.4094070030063,0.16797651499160793,2.283796143107765,1.0873108672140475,6,1.0,50.0
post_expansion_reversion,USDCAD,design,14.910711029853118,-0.13579400247387685,0.7921591127266437,0.8285773649608521,2,1.0,50.0
post_expansion_reversion,USDCAD,oos,-15.659852798174441,-1.5491597859044748,2.301390469221463,0.4307783351364027,7,1.0,42.857142857142854
post_expansion_reversion,USDCHF,design,-54.839002003104525,-1.5484288575863592,1.5484288575863612,0.0,2,1.0,0.0
post_expansion_reversion,USDCHF,oos,-17.29906955605368,-1.476389373871867,1.8856046254396175,0.3770433079722035,5,1.0,40.0
