pair,year,trades,wins,losses,net_pnl_usd,profit_factor
USDJPY,2022,3,0,3,-2604.3509962085086,0.0
USDJPY,2023,5,2,3,-1836.7123286221538,0.23979355716053255
USDJPY,2024,3,0,3,-2046.6612009641935,0.0
USDJPY,2025,11,3,8,-4579.425100689173,0.1404431309833461
