cost_profile,trades,pf,expectancy,total_return_pct,max_dd_pct
base,15,1.0620173301588234,0.036140338562152145,0.1375515937120264,1.5212770745123854
conservative,15,1.0450107231486905,0.02724755552201962,0.07340633393906337,1.5506737306529248
stress,15,1.0308440125884266,0.019830442289099158,0.019876606772384342,1.5757416842959064
