trade_id,entry_time,side,entry_price,sl,tp,risk_pips,outcome,pnl_base,pnl_net_ftmo,commission_r,auditable_yes_no,non_auditable_reason
N/A,2017-10-03T11:27:00+00:00,SHORT,1.17558,1.17558,1.174572,0.0,SL,-1.0,-1.0,0.0,YES,NONE
N/A,2017-10-04T12:18:00+00:00,SHORT,1.17734,1.17734,1.1751979999999995,0.0,SL,-1.0,-1.0,0.0,YES,NONE
N/A,2017-10-05T17:51:00+00:00,SHORT,1.17048,1.17048,1.1712920000000002,0.0,TP,1.4,1.4,0.0,YES,NONE
N/A,2017-10-06T12:21:00+00:00,SHORT,1.17133,1.17133,1.1776440000000004,0.0,TP,1.4,1.4,0.0,YES,NONE
N/A,2017-10-09T11:18:00+00:00,SHORT,1.17419,1.17419,1.17321,0.0,SL,-1.0,-1.0,0.0,YES,NONE
N/A,2017-10-10T11:42:00+00:00,SHORT,1.17884,1.17884,1.1810800000000006,0.0,TP,1.4,1.4,0.0,YES,NONE
N/A,2017-10-11T14:06:00+00:00,SHORT,1.18504,1.18504,1.184116,0.0,SL,-1.0,-1.0,0.0,YES,NONE
N/A,2017-10-12T13:51:00+00:00,SHORT,1.18413,1.18413,1.1825199999999996,0.0,SL,-1.0,-1.0,0.0,YES,NONE
N/A,2017-10-13T14:09:00+00:00,SHORT,1.18565,1.18565,1.183536,0.0,SL,-1.0,-1.0,0.0,YES,NONE
N/A,2017-10-16T14:06:00+00:00,SHORT,1.17982,1.17982,1.17877,0.0,SL,-1.0,-1.0,0.0,YES,NONE
N/A,2017-10-18T13:15:00+00:00,SHORT,1.17624,1.1778200000000003,1.1740279999999994,15.8,SL,-1.0,-1.0316,0.0316,YES,NONE
N/A,2017-10-19T14:00:00+00:00,SHORT,1.18492,1.18492,1.1862920000000003,0.0,TP,1.4,1.4,0.0,YES,NONE
N/A,2017-10-20T13:00:00+00:00,SHORT,1.18035,1.18035,1.1799999999999995,0.0,BE,0.0,0.0,0.0,YES,NONE
N/A,2017-10-23T14:51:00+00:00,SHORT,1.17468,1.17468,1.1731399999999994,0.0,SL,-1.0,-1.0,0.0,YES,NONE
N/A,2017-10-24T14:51:00+00:00,SHORT,1.17645,1.17645,1.1745879999999995,0.0,SL,-1.0,-1.0,0.0,YES,NONE
N/A,2017-10-25T13:03:00+00:00,SHORT,1.17887,1.17887,1.1807180000000004,0.0,TP,1.4,1.4,0.0,YES,NONE
N/A,2017-10-26T13:30:00+00:00,SHORT,1.17453,1.17453,1.168762,0.0,SL,-1.0,-1.0,0.0,YES,NONE
N/A,2017-10-27T14:00:00+00:00,SHORT,1.16103,1.16103,1.1656500000000003,0.0,TP,1.4,1.4,0.0,YES,NONE
N/A,2017-10-31T15:03:00+00:00,SHORT,1.16327,1.1662300000000003,1.1591259999999997,29.6,TIME_EXIT,-0.6351,-0.652,0.0169,YES,NONE
