pair,year,trades,wins,losses,net_pnl_usd,profit_factor
EURUSD,2020,133,40,93,-20645.212550422184,0.5585011956879737
GBPUSD,2020,138,47,91,-18267.010177140382,0.6054905004489335
USDJPY,2020,149,49,100,-21725.233251830632,0.5819517910466003
