pair,trades,wins,losses,win_rate_pct,profit_factor,net_pnl_usd,avg_r_multiple
EURUSD,133,40,93,30.075187969924812,0.5585011956879737,-20645.212550422184,-0.38178890114090974
GBPUSD,138,47,91,34.05797101449276,0.6054905004489335,-18267.010177140382,-0.268419838073304
USDJPY,149,49,100,32.88590604026846,0.5819517910466003,-21725.233251830632,-0.361903450885979
