family,h1_adx_threshold,m15_ema_period,stop_atr_multiple,take_profit_rr,score,initial_capital,final_equity,total_return_pct,max_drawdown_pct,sharpe_ratio,profit_factor,total_trades,wins,losses,break_even_trades,win_rate_pct,trades_per_month,profit_month_ratio,avg_monthly_net_pnl_usd,expectancy_usd,avg_trade_minutes,median_trade_minutes,max_consecutive_wins,max_consecutive_losses
trend_pullback,18.0,14,0.8,0.8,-289.8790648994786,100000.0,52504.44951779565,-47.49555048220435,47.976248632408925,-4.5982785765694425,0.3251638390814481,226,96,130,0,42.47787610619469,9.416666666666666,0.041666666666666664,-1978.9812700918435,-210.15730301860285,25.77433628318584,10.0,7,6
trend_pullback,18.0,20,0.8,0.8,-289.91981426782786,100000.0,52698.35615188364,-47.301643848116356,47.78414832646227,-4.587464547427689,0.3242269981395263,222,93,129,0,41.891891891891895,9.25,0.041666666666666664,-1970.9018270048482,-213.07046778430794,26.103603603603602,10.0,7,6
trend_pullback,16.0,14,0.8,0.8,-300.7334074575691,100000.0,49716.35791845389,-50.28364208154611,50.52499147639755,-4.727753219926619,0.335350334259486,251,110,141,0,43.82470119521912,10.458333333333334,0.041666666666666664,-2095.1517533977517,-200.3332353846456,24.54183266932271,10.0,8,6
trend_pullback,16.0,20,0.8,0.8,-300.79269343352536,100000.0,49899.01681490007,-50.100983185099935,50.3433005042246,-4.716985923811588,0.33459681559473564,247,107,140,0,43.31983805668016,10.291666666666666,0.041666666666666664,-2087.5409660458286,-202.83798860364325,24.817813765182187,10.0,8,6
