pair,stage,final_equity,total_return_pct,max_drawdown_pct,sharpe_ratio,profit_factor,total_trades,wins,losses,win_rate_pct,trades_per_month,robustness_score
USDJPY,design,99662.30849768624,-0.3376915023137528,0.7295433821118246,-0.4101523990743364,0.3273798471937266,4,3,1,75.0,1.0,0.425133502831129
USDJPY,oos,100959.05986266251,0.9590598626625146,0.2932470422366721,0.7658745507507694,inf,3,3,0,100.0,1.0,17.775975924293224
EURUSD,design,100188.61093073402,0.18861093073401225,0.37104500709652094,0.29080965922683477,1.6263150674807683,4,2,2,50.0,1.3333333333333333,3.49241264044827
EURUSD,oos,99210.22613937763,-0.789773860622367,1.691599873654457,-0.24979582163245828,0.6252940764583897,10,7,3,70.0,1.25,0.7434817334466707
USDCAD,design,98752.81512554079,-1.2471848744592173,1.3363414008502132,-0.6163837837583358,0.28530620782791466,5,3,2,60.0,1.0,0.22242595938489476
USDCAD,oos,97431.49793779707,-2.5685020622029264,2.568502062202926,-0.7990306740865687,0.0855223969061393,6,2,4,33.33333333333333,1.2,0.05699498148781163
USDCHF,design,98892.83390088311,-1.1071660991168852,1.1810502042731628,-0.8377303665161931,0.06325834658448251,3,1,2,33.33333333333333,1.0,0.09773849322697245
USDCHF,oos,98951.64651639304,-1.0483534836069563,1.7666858367962686,-0.4069529839256662,0.4109065600121868,5,2,3,40.0,1.0,0.4195171962260751
