pair,month,trades,wins,losses,net_pnl_usd,profit_factor
EURUSD,2022-10,1,1,0,541.8917459812066,inf
EURUSD,2022-12,1,1,0,470.75262877711117,inf
EURUSD,2023-02,1,1,0,474.4220217311464,inf
EURUSD,2023-09,1,1,0,198.47512936212837,inf
EURUSD,2025-01,1,0,1,-372.9643020000061,0.0
EURUSD,2025-04,2,2,0,895.4125618698471,inf
