pair,year,trades,wins,losses,net_pnl_usd,profit_factor
EURUSD,2022,2,2,0,1012.6443747583178,inf
EURUSD,2023,2,2,0,672.8971510932747,inf
EURUSD,2025,3,2,1,522.448259869841,2.4007996397194935
