pair,year,trades,wins,losses,net_pnl_usd,profit_factor
EURUSD,2020,11,4,7,-2355.6807614109725,0.3487503465305086
GBPUSD,2020,21,7,14,-5299.277989213888,0.5330943214825254
USDJPY,2020,27,11,16,-2963.6100385957925,0.6463451518919091
