pair,direction,entry_time,exit_time,entry_price,exit_price,units,gross_pnl_usd,net_pnl_usd,r_multiple,commission_usd,exit_reason
GBPUSD,short,2020-01-15 12:35:00-05:00,2020-01-15 14:00:00-05:00,1.3032299999999999,1.3027192293616823,1534000,783.5221591792209,703.5716368224045,1.0041995154271084,79.9505223568164,take_profit
USDJPY,long,2020-01-20 14:50:00-05:00,2020-01-20 14:55:00-05:00,110.1645,110.15392934240208,2014000,-193.25802834258445,-273.81802834258446,-2.1182563661781115,80.56,stop_loss
EURUSD,short,2020-01-22 15:10:00-05:00,2020-01-22 16:00:00-05:00,1.10904,1.1092100617174552,1811000,-307.9817703112766,-388.3267875466828,-1.5309445192125601,80.34501723540623,stop_loss
USDJPY,long,2020-02-11 14:20:00-05:00,2020-02-11 14:25:00-05:00,109.76350000000001,109.73756197103306,2000000,-472.7178597949329,-552.7178597949329,-1.3519991501243043,80.0,stop_loss
GBPUSD,short,2020-03-03 12:20:00-05:00,2020-03-03 12:35:00-05:00,1.28304,1.2818780229356692,667000,775.0387019086061,740.8226954826443,0.9941940827147391,34.21600642596183,take_profit
USDJPY,short,2020-03-04 17:40:00-05:00,2020-03-04 18:20:00-05:00,107.56075,107.51417883488119,2004000,867.8098925853083,787.6498925853082,1.427481825537732,80.16000000000001,take_profit
USDJPY,short,2020-03-12 11:30:00-04:00,2020-03-12 11:35:00-04:00,105.1895,105.40158478602682,382000,-767.6077111180717,-782.8877111180717,-1.0336692797098306,15.280000000000001,stop_loss
EURUSD,short,2020-03-25 13:05:00-04:00,2020-03-25 13:20:00-04:00,1.08422,1.0852934538453558,720000,-772.8867686562069,-804.12776239158,-1.0703339868874142,31.240993735373127,stop_loss
GBPUSD,long,2020-04-02 11:45:00-04:00,2020-04-02 12:15:00-04:00,1.23688,1.2387628638686865,423000,796.4514164543997,775.5074778260706,1.0423006013679568,20.94393862832909,take_profit
USDJPY,long,2020-04-07 13:05:00-04:00,2020-04-07 13:25:00-04:00,108.90650000000001,108.93354253284042,1405000,348.748541853563,292.54854185356294,0.3893137239585917,56.2,take_profit
USDJPY,long,2020-04-08 13:05:00-04:00,2020-04-08 13:55:00-04:00,108.64450000000001,108.70886500171183,1654000,979.2460431891448,913.0860431891447,1.2117963198718016,66.16000000000001,take_profit
EURUSD,short,2020-04-20 12:20:00-04:00,2020-04-20 12:30:00-04:00,1.08782,1.0875866883067093,1417000,330.6026693928665,268.95164384625434,0.35368412887798795,61.651025546612146,take_profit
USDJPY,short,2020-04-20 16:10:00-04:00,2020-04-20 16:15:00-04:00,107.7145,107.71069172545126,2033000,71.87958664946154,-9.440413350538464,-0.015315372693606269,81.32000000000001,take_profit
GBPUSD,short,2020-04-23 11:20:00-04:00,2020-04-23 11:35:00-04:00,1.23895,1.2380305983555,586000,538.7693636769973,509.7391510642708,0.6695641978571362,29.030212612726466,take_profit
GBPUSD,short,2020-04-24 14:45:00-04:00,2020-04-24 14:55:00-04:00,1.23542,1.235967692446068,1509000,-826.4679011167862,-901.0543816748085,-1.1761455277531747,74.58648055802234,stop_loss
USDJPY,short,2020-04-30 11:35:00-04:00,2020-04-30 12:45:00-04:00,106.9175,107.02953221453322,748000,-783.2370314681945,-813.1570314681945,-1.0711098991054209,29.92,stop_loss
GBPUSD,long,2020-05-01 15:05:00-04:00,2020-05-01 15:35:00-04:00,1.24888,1.2497762735304356,1450000,1299.596619131682,1227.1355871992994,1.6290445219679954,72.46103193238264,take_profit
USDJPY,long,2020-05-18 13:15:00-04:00,2020-05-18 13:25:00-04:00,107.25450000000001,107.30809326731644,2033000,1015.2263998127255,933.9063998127256,1.2560487391287427,81.32000000000001,take_profit
USDJPY,long,2020-05-21 16:05:00-04:00,2020-05-21 17:05:00-04:00,107.5875,107.60572817995732,2052000,347.5453920354057,265.46539203540567,0.6772172376356212,82.08000000000001,take_profit
USDJPY,long,2020-05-28 11:05:00-04:00,2020-05-28 11:15:00-04:00,107.66250000000001,107.61326458055737,1816000,-830.8385528901946,-903.4785528901947,-1.1711915099114862,72.64,stop_loss
GBPUSD,short,2020-06-15 14:50:00-04:00,2020-06-15 15:20:00-04:00,1.25841,1.2592112242838465,1004000,-804.4291809818213,-854.983015165441,-1.118693565619287,50.55383418361964,stop_loss
USDJPY,short,2020-06-16 18:35:00-04:00,2020-06-16 18:40:00-04:00,107.3475,107.33583288186162,2022000,219.7836056140688,138.9036056140688,0.3717169641919335,80.88000000000001,take_profit
USDJPY,short,2020-06-22 13:40:00-04:00,2020-06-22 14:00:00-04:00,106.9245,106.95097431255981,2025000,-501.26678759814286,-582.2667875981429,-1.3383642880477582,81.0,stop_loss
USDJPY,long,2020-07-03 15:45:00-04:00,2020-07-03 16:05:00-04:00,107.4865,107.47749737580813,2013000,-168.60603535678132,-249.1260353567813,-2.4174268940063803,80.52000000000001,stop_loss
