trade_id,entry_time,side,entry_price,sl,tp,risk_pips,outcome,pnl_base,pnl_net_ftmo,commission_r,auditable_yes_no,non_auditable_reason
N/A,2018-04-02T12:30:00+00:00,SHORT,1.23382,1.23382,1.2327419999999991,0.0,SL,-1.0,-1.0,0.0,YES,NONE
N/A,2018-04-03T14:30:00+00:00,SHORT,1.22663,1.22663,1.2285340000000005,0.0,TP,1.4,1.4,0.0,YES,NONE
N/A,2018-04-05T11:18:00+00:00,SHORT,1.22671,1.22671,1.2245539999999997,0.0,SL,-1.0,-1.0,0.0,YES,NONE
N/A,2018-04-06T12:18:00+00:00,SHORT,1.22376,1.22376,1.2264620000000002,0.0,TP,1.4,1.4,0.0,YES,NONE
N/A,2018-04-11T11:51:00+00:00,SHORT,1.23772,1.23897,1.2359699999999996,12.5,SL,-1.0,-1.04,0.04,YES,NONE
N/A,2018-04-12T11:48:00+00:00,SHORT,1.23312,1.23312,1.2301379999999995,0.0,SL,-1.0,-1.0,0.0,YES,NONE
N/A,2018-04-13T11:00:00+00:00,SHORT,1.23178,1.23178,1.23094,0.0,SL,-1.0,-1.0,0.0,YES,NONE
N/A,2018-04-16T14:21:00+00:00,SHORT,1.23822,1.23822,1.236708,0.0,SL,-1.0,-1.0,0.0,YES,NONE
N/A,2018-04-17T11:33:00+00:00,SHORT,1.23735,1.23735,1.2362439999999997,0.0,SL,-1.0,-1.0,0.0,YES,NONE
N/A,2018-04-18T14:39:00+00:00,SHORT,1.23838,1.23838,1.2363779999999998,0.0,SL,-1.0,-1.0,0.0,YES,NONE
N/A,2018-04-19T16:48:00+00:00,SHORT,1.23426,1.23426,1.235772,0.0,TP,1.4,1.4,0.0,YES,NONE
N/A,2018-04-20T12:45:00+00:00,SHORT,1.22976,1.22976,1.2276179999999997,0.0,SL,-1.0,-1.0,0.0,YES,NONE
N/A,2018-04-23T11:18:00+00:00,SHORT,1.22323,1.22323,1.2243920000000006,0.0,TP,1.4,1.4,0.0,YES,NONE
N/A,2018-04-24T14:03:00+00:00,SHORT,1.2221,1.2221,1.2200559999999996,0.0,SL,-1.0,-1.0,0.0,YES,NONE
N/A,2018-04-25T11:09:00+00:00,SHORT,1.2197,1.2197,1.2184399999999995,0.0,SL,-1.0,-1.0,0.0,YES,NONE
N/A,2018-04-26T11:39:00+00:00,SHORT,1.21776,1.21776,1.2162199999999994,0.0,SL,-1.0,-1.0,0.0,YES,NONE
N/A,2018-04-27T14:00:00+00:00,SHORT,1.2078,1.2118700000000002,1.2021019999999996,40.7,SL,-1.0,-1.0123,0.0123,YES,NONE
N/A,2018-04-30T11:12:00+00:00,SHORT,1.20877,1.20877,1.2074399999999996,0.0,SL,-1.0,-1.0,0.0,YES,NONE
