pair,year,trades,wins,losses,net_pnl_usd,profit_factor
EURUSD,2022,12,5,7,-4180.542011429876,0.2793190649069131
EURUSD,2023,22,11,11,-5740.322847951904,0.3101758458509377
EURUSD,2024,11,6,5,-1603.8409797765657,0.3435242686967956
EURUSD,2025,7,3,4,-1720.1146935820186,0.2952079725387264
