pair,year,trades,wins,losses,net_pnl_usd,profit_factor
AUDUSD,2025,1,0,1,-845.0271859020675,0.0
EURUSD,2025,2,0,2,-1554.77614781717,0.0
GBPJPY,2025,2,1,1,413.22817585398286,1.5122301030213339
GBPUSD,2025,2,0,2,-1645.1572125966873,0.0
USDCAD,2025,2,0,2,-1469.6430350033274,0.0
USDCHF,2025,1,0,1,-872.4579132605459,0.0
USDJPY,2025,1,1,0,513.9838482545059,inf
