h1_adx_threshold,h1_ema_fast,h1_ema_slow,m15_ema_period,stop_atr_multiple,take_profit_rr,validation_score,avg_validation_robustness,avg_validation_return_pct,avg_validation_sharpe,worst_validation_drawdown_pct,profitable_window_ratio,full_sample_robustness,initial_capital,final_equity,total_return_pct,max_drawdown_pct,sharpe_ratio,profit_factor,total_trades,wins,losses,win_rate_pct
18.0,50,200,20,1.2,1.8,0.04406589949348928,0.04693926900447497,-3.1573695850581895,-6.873256721200116,3.157369585058186,0.0,0.04693926900447497,100000.0,96842.63041494181,-3.1573695850581895,3.157369585058186,-6.873256721200116,0.0,4,0,4,0.0
