timestamp,equity,cash
2024-12-31 20:00:00-05:00,100000.0,100000.0
2024-12-31 20:05:00-05:00,100000.0,100000.0
2024-12-31 20:10:00-05:00,100000.0,100000.0
2024-12-31 20:15:00-05:00,100000.0,100000.0
2024-12-31 20:20:00-05:00,100000.0,100000.0
2024-12-31 20:25:00-05:00,100000.0,100000.0
2024-12-31 20:30:00-05:00,100000.0,100000.0
2024-12-31 20:35:00-05:00,100000.0,100000.0
2024-12-31 20:40:00-05:00,100000.0,100000.0
2024-12-31 20:45:00-05:00,100000.0,100000.0
2024-12-31 20:50:00-05:00,100000.0,100000.0
2024-12-31 20:55:00-05:00,100000.0,100000.0
2024-12-31 21:00:00-05:00,100000.0,100000.0
2024-12-31 21:05:00-05:00,100000.0,100000.0
2024-12-31 21:10:00-05:00,100000.0,100000.0
2024-12-31 21:15:00-05:00,100000.0,100000.0
2024-12-31 21:20:00-05:00,100000.0,100000.0
2024-12-31 21:25:00-05:00,100000.0,100000.0
2024-12-31 21:30:00-05:00,100000.0,100000.0
2024-12-31 21:35:00-05:00,100000.0,100000.0
2024-12-31 21:40:00-05:00,100000.0,100000.0
2024-12-31 21:45:00-05:00,100000.0,100000.0
2024-12-31 21:50:00-05:00,100000.0,100000.0
2024-12-31 21:55:00-05:00,100000.0,100000.0
2024-12-31 22:00:00-05:00,100000.0,100000.0
2024-12-31 22:05:00-05:00,100000.0,100000.0
2024-12-31 22:10:00-05:00,100000.0,100000.0
2024-12-31 22:15:00-05:00,100000.0,100000.0
2024-12-31 22:20:00-05:00,100000.0,100000.0
2024-12-31 22:25:00-05:00,100000.0,100000.0
2024-12-31 22:30:00-05:00,100000.0,100000.0
2024-12-31 22:35:00-05:00,100000.0,100000.0
2024-12-31 22:40:00-05:00,100000.0,100000.0
2024-12-31 22:45:00-05:00,100000.0,100000.0
2024-12-31 22:50:00-05:00,100000.0,100000.0
2024-12-31 22:55:00-05:00,100000.0,100000.0
2024-12-31 23:00:00-05:00,100000.0,100000.0
