train_period,test_period,params_used,trades,win_rate,pnl_r,pnl_usd,max_drawdown_pct,profit_factor
,,"{""label"": ""mr_bb_stoch__mr_strict__full__tight"", ""style"": ""mr_bb_stoch"", ""variant"": ""tight"", ""regime"": ""mr_strict"", ""session"": ""full""}",15,33.33333333333333,-8.218595610191718,-8218.595610191718,8.218595610191697,0.0984445233294856
