pair,year,trades,wins,losses,breakevens,win_rate,total_pnl_r,total_pnl_usd,avg_pnl_r,max_drawdown_pct,profit_factor
EURUSD,2017,3,1,2,0,33.33333333333333,-0.04244378227059853,-34.365096224449644,-0.014147927423532844,0.7712842353589333,0.9557727688026623
EURUSD,2018,12,7,5,0,58.333333333333336,3.7467956644997176,1874.2729035933457,0.31223297204164313,1.3695697046055861,2.073865282721538
EURUSD,2019,3,1,2,0,33.33333333333333,-1.6266830371923031,-813.4339017032405,-0.5422276790641011,0.5235254458904481,0.21411982398036872
EURUSD,2020,4,4,0,0,100.0,2.213597351241487,1116.0636084955636,0.5533993378103718,0.0,inf
EURUSD,2021,19,12,7,0,63.1578947368421,0.8946853102260945,445.9756537123659,0.047088700538215504,0.9241887691215956,1.1299214217279394
EURUSD,2022,8,2,6,0,25.0,-4.779153788839723,-2400.6612542728826,-0.5973942236049654,2.9738852162759715,0.1974937059402455
EURUSD,2023,11,6,5,0,54.54545454545454,0.6651050230364604,367.1488371776833,0.060464093003314574,1.6688139707836371,1.2155429986404234
EURUSD,2024,3,3,0,0,100.0,3.523634105609391,1777.9473541562497,1.174544701869797,0.0,inf
