datetime_ny,equity,drawdown_pct
2017-01-19 14:30:00,100742.64705882355,0.0
2017-02-14 18:45:00,100735.76966112536,-0.006826699415764282
2017-02-22 18:45:00,99965.63490377556,-0.7712842353589333
2018-01-21 17:00:00,101623.32721146777,0.0
2018-01-24 13:45:00,102125.31808917984,0.0
2018-01-28 18:45:00,102403.24473090375,0.0
2018-01-31 18:45:00,102458.68365495419,0.0
2018-07-13 16:45:00,102927.15212342265,0.0
2018-07-17 18:45:00,102670.02279897622,-0.24981680649057672
2018-07-29 18:45:00,102835.46606165904,-0.08907859575641315
2018-08-09 14:45:00,102304.21059220405,-0.6052256555895157
2018-08-21 18:45:00,102038.75814785103,-0.8631288802262117
2018-09-14 12:00:00,101517.02237618009,-1.370026973593558
2018-10-26 15:30:00,102009.68678316308,-0.8913734824406834
2018-11-22 18:45:00,101839.9078073689,-1.0563241026527268
2019-04-24 14:30:00,101325.68016509248,-1.5559275908166685
2019-07-08 11:45:00,100804.84683175915,-2.061948910350297
2019-07-10 18:45:00,101026.47390566565,-1.846624703535803
2020-07-14 12:30:00,101503.14057233231,-1.3835139918986312
2020-08-26 18:45:00,101889.579148,-1.0080653685807488
2020-09-09 18:45:00,101944.53175713762,-0.9546755603484931
2020-09-13 18:45:00,102142.53751416122,-0.7623009022153691
2021-02-01 15:30:00,101634.44034816936,-1.2559482591174478
2021-02-04 12:15:00,101123.11632260772,-1.7527307067154325
2021-03-16 18:45:00,101289.7077593916,-1.5908769748798128
2021-04-06 14:00:00,101773.9265586558,-1.1204289062462225
2021-04-11 17:00:00,100853.14445058675,-2.015024830716098
2021-04-13 13:00:00,101339.50013844289,-1.5425006446073308
2021-04-25 18:45:00,101181.2975382873,-1.69620411049735
2021-04-28 11:45:00,101676.01524288363,-1.2155557155984962
2021-05-02 18:45:00,101774.9279767862,-1.119455967512623
2021-05-03 18:45:00,101546.97212519559,-1.3409289674818268
2021-05-07 11:15:00,102047.7358140739,-0.8544065304500288
2021-05-12 18:45:00,102056.00672093141,-0.8463708404626069
2021-06-03 12:30:00,101505.43683386347,-1.3812830339018514
2021-06-21 18:45:00,101713.86858438994,-1.1787788877883545
2021-07-09 14:00:00,102201.23320532856,-0.7052744617121243
2021-07-14 18:45:00,102396.29802318216,-0.5157571051843883
2021-07-15 18:45:00,102663.23051820172,-0.25641592114048034
2021-07-29 15:00:00,103144.23834446355,0.0
2021-08-17 18:00:00,102588.51316787359,-0.5387845075107736
2022-01-11 18:45:00,102700.4265252744,-0.4302827053770937
2022-01-12 14:15:00,103179.3066498973,0.0
2022-01-18 15:45:00,102654.09745710267,-0.5090257047149425
2022-02-14 14:15:00,102136.30519750611,-1.0108630172620316
2022-08-01 14:15:00,101368.1704824802,-1.7553288796197861
2022-08-02 15:45:00,100858.86342787677,-2.248942445304602
2022-08-16 18:45:00,100694.86192232839,-2.4078905046328773
2022-08-19 12:15:00,100187.85191360071,-2.899277804266554
2023-01-09 11:45:00,100679.23122394556,-2.4230395678417076
2023-03-06 18:45:00,100727.20638582723,-2.3765426844652247
2023-04-05 18:45:00,100996.72775496278,-2.115326188748625
2023-04-12 18:45:00,101245.45458863149,-1.8742634778770755
2023-04-24 18:45:00,101757.2011077441,-1.378285615911941
2023-06-15 14:45:00,102258.36777960113,-0.892561599993161
2023-07-09 18:45:00,102168.81554079507,-0.9793544286268399
2023-07-24 18:45:00,101929.15926138141,-1.2116260799830993
2023-08-31 11:30:00,101416.1647734433,-1.708813456594161
2023-09-03 18:45:00,101077.7994322407,-2.0367526065932275
2023-09-26 14:00:00,100555.00075077839,-2.5434420760585033
2024-01-23 15:00:00,101287.84388803328,-1.8331803374896056
2024-01-29 15:00:00,102033.17729766168,-1.110813194475725
2024-03-03 18:45:00,102332.94810493464,-0.8202793490699545
