pair,direction,entry_time,exit_time,entry_price,exit_price,units,gross_pnl_usd,net_pnl_usd,r_multiple,commission_usd,exit_reason,strategy_family,context_key,setup_tag,context_trades_before,context_win_rate_before,context_expectancy_before
USDJPY,long,2025-01-03 12:40:00-05:00,2025-01-03 12:50:00-05:00,157.0565,157.0902924098929,2000000,430.15599703274063,350.15599703274063,0.5899104095862913,80.0,take_profit,usdjp_session_playbook,core_reversion|fri|core|calm|deep|long,core_reversion,0,0.0,0.0
USDJPY,short,2025-04-24 14:05:00-04:00,2025-04-24 14:15:00-04:00,142.7565,142.72451992763223,2007000,449.58431275674997,369.30431275675,0.5923224078119265,80.28,take_profit,usdjp_session_playbook,core_reversion|wed_thu|core|balanced|deep|short,core_reversion,0,0.0,0.0
USDJPY,short,2025-05-07 13:35:00-04:00,2025-05-07 13:40:00-04:00,143.4875,143.4646926855165,2014000,320.1595528730294,239.5995528730294,0.5191380114272897,80.56,take_profit,usdjp_session_playbook,core_reversion|wed_thu|core|balanced|deep|short,core_reversion,1,1.0,0.5923224078119265
