pair,year,trades,wins,losses,net_pnl_usd,profit_factor
USDCAD,2022,2,1,1,-499.71617038612743,0.4405002355764308
USDCAD,2023,2,1,1,-1031.6990050166487,0.07969069366211365
USDCAD,2024,1,0,1,-546.7538577728869,0.0
