pair,trades,wins,losses,win_rate_pct,profit_factor,net_pnl_usd,avg_r_multiple
USDCAD,27,15,12,55.55555555555556,0.948255571054025,-373.17668871182906,-0.0402146293629258
USDJPY,27,16,11,59.25925925925925,0.8195236005948894,-1090.4533997006688,-0.1370536726425709
