pair,month,trades,wins,losses,net_pnl_usd,profit_factor
USDCAD,2020-01,3,3,0,653.1393339318304,inf
USDCAD,2020-04,2,2,0,1658.0686773292784,inf
USDCAD,2020-06,1,0,1,-399.00525089833155,0.0
USDCAD,2020-07,2,2,0,998.9447390094874,inf
USDCAD,2020-08,1,0,1,-711.5275278185528,0.0
USDCAD,2020-09,3,1,2,-458.0417555108701,0.4667292563508608
USDCAD,2020-11,1,0,1,-692.5417794036453,0.0
USDCAD,2021-01,2,2,0,666.8116970310899,inf
USDCAD,2021-02,1,0,1,-832.2644428008552,0.0
USDCAD,2021-03,1,0,1,-788.7533561687904,0.0
USDCAD,2021-04,3,1,2,-490.6620288572323,0.3600002199373408
USDCAD,2021-05,1,1,0,286.8604085817176,inf
USDCAD,2021-08,1,0,1,-507.895359023729,0.0
USDCAD,2021-09,3,2,1,772.6519275894051,1.9855894086545698
USDCAD,2021-11,1,0,1,-870.3945405221343,0.0
USDCAD,2021-12,1,1,0,341.43256881950316,inf
USDJPY,2020-02,1,1,0,105.75767544744552,inf
USDJPY,2020-03,1,0,1,-787.3933551790008,0.0
USDJPY,2020-04,2,2,0,1172.912312799062,inf
USDJPY,2020-05,2,1,1,-339.3559663669489,0.2725955585687203
USDJPY,2020-07,2,0,2,-1069.070414926276,0.0
USDJPY,2020-08,1,0,1,-508.12273647896643,0.0
USDJPY,2020-09,2,2,0,401.6346891529074,inf
USDJPY,2020-10,2,1,1,-387.0494452463657,0.33055478586533776
USDJPY,2021-01,1,0,1,-817.6585528772241,0.0
USDJPY,2021-03,1,1,0,299.9956367184408,inf
USDJPY,2021-05,1,1,0,151.42428525838915,inf
USDJPY,2021-06,3,2,1,351.2360690087561,1.574361233813885
USDJPY,2021-08,3,2,1,-401.4466502815959,0.5364793376352167
USDJPY,2021-09,2,0,2,-337.5374447186471,0.0
USDJPY,2021-10,2,2,0,640.7149907125669,inf
USDJPY,2021-12,1,1,0,433.50550727678785,inf
