pemr_h1_adx_max,pemr_expansion_atr_min,pemr_displacement_atr_min,stop_atr_multiple,pemr_take_profit_rr_cap,score,initial_capital,final_equity,total_return_pct,max_drawdown_pct,sharpe_ratio,profit_factor,total_trades,wins,losses,break_even_trades,win_rate_pct,trades_per_month,profit_month_ratio,avg_monthly_net_pnl_usd,expectancy_usd,avg_trade_minutes,median_trade_minutes,max_consecutive_wins,max_consecutive_losses
18.0,1.5,0.6,0.7,0.8,160.0,100000.0,100000.0,0.0,0.0,0.0,inf,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
18.0,1.5,0.6,0.7,1.1,160.0,100000.0,100000.0,0.0,0.0,0.0,inf,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
18.0,1.5,0.9,0.7,0.8,160.0,100000.0,100000.0,0.0,0.0,0.0,inf,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
18.0,1.5,0.9,0.7,1.1,160.0,100000.0,100000.0,0.0,0.0,0.0,inf,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
18.0,1.2,0.9,0.7,0.8,-56.970768372029355,100000.0,98147.0330897101,-1.8529669102899105,1.852966910289906,-0.8839468207439006,0.0,2,0,2,0,0.0,1.0,0.0,-926.4834551449569,-926.4834551449569,12.5,12.5,0,2
18.0,1.2,0.9,0.7,1.1,-56.970768372029355,100000.0,98147.0330897101,-1.8529669102899105,1.852966910289906,-0.8839468207439006,0.0,2,0,2,0,0.0,1.0,0.0,-926.4834551449569,-926.4834551449569,12.5,12.5,0,2
18.0,1.2,0.6,0.7,0.8,-59.824808380265516,100000.0,97739.3130885335,-2.260686911466503,2.260686911466502,-1.0331789078187303,0.0,3,0,3,0,0.0,1.0,0.0,-753.562303822172,-753.562303822172,10.0,10.0,0,3
18.0,1.2,0.6,0.7,1.1,-59.824808380265516,100000.0,97739.3130885335,-2.260686911466503,2.260686911466502,-1.0331789078187303,0.0,3,0,3,0,0.0,1.0,0.0,-753.562303822172,-753.562303822172,10.0,10.0,0,3
