pair,month,trades,wins,losses,net_pnl_usd,profit_factor
USDCAD,2020-01,16,7,9,-3153.1481105375788,0.2572347086460167
USDCAD,2020-02,9,7,2,291.6456707117088,1.2962319379533538
USDCAD,2020-03,4,2,2,-843.0958571984613,0.6204393322505479
USDCAD,2020-04,4,2,2,-3.353824287421844,0.9975811849535816
USDCAD,2020-05,8,2,6,-4084.006358317682,0.15288866073084065
USDCAD,2020-06,11,4,7,574.5957827082597,1.116014632268879
USDCAD,2020-07,7,4,3,-524.4231220601891,0.7173287915306025
USDCAD,2020-08,13,8,5,-942.5870582455073,0.7543953044086692
USDCAD,2020-09,6,2,4,-1466.169650580131,0.2382253423260014
USDCAD,2020-10,9,6,3,-162.6070674240858,0.9181275911457093
USDCAD,2020-11,8,5,3,-1048.212769956921,0.5993541483100057
USDCAD,2020-12,10,4,6,-2764.860881809321,0.30478794132253806
USDCAD,2021-01,6,4,2,-192.82033670445588,0.8860065594289437
USDCAD,2021-02,6,2,4,-2006.555428666431,0.20672245784953566
USDCAD,2021-03,5,3,2,885.0496377060509,2.274106752551606
USDCAD,2021-04,6,2,4,-1436.220668704163,0.2960608282090402
USDCAD,2021-05,5,1,4,-1849.5200885273052,0.16523542142053035
USDCAD,2021-06,11,4,7,-3662.6037181635015,0.1079205278603678
USDCAD,2021-07,12,3,9,-4691.546006371697,0.16086650145729314
USDCAD,2021-08,9,4,5,-1430.5045416139524,0.3603339993604717
USDCAD,2021-09,5,3,2,-412.82972137744423,0.644142355779851
USDCAD,2021-10,8,2,6,-2203.348199371928,0.21511602858192372
USDCAD,2021-11,16,11,5,-424.77160428533523,0.8284966728816596
USDCAD,2021-12,13,10,3,400.1107079114702,1.2502675544148358
