pair,month,trades,wins,losses,net_pnl_usd,profit_factor
AUDUSD,2020-05,1,0,1,-803.6868557879116,0.0
AUDUSD,2020-07,1,0,1,-843.0495582705851,0.0
AUDUSD,2020-08,2,1,1,-597.5189608686012,0.28131690924662667
AUDUSD,2020-10,1,1,0,229.35706049071118,inf
AUDUSD,2021-03,2,2,0,310.0124781678426,inf
AUDUSD,2021-05,1,0,1,-324.63284100019763,0.0
AUDUSD,2021-06,1,1,0,94.70428797338135,inf
AUDUSD,2021-07,1,0,1,-7.133846390684873,0.0
AUDUSD,2021-09,1,0,1,-751.8262910570783,0.0
EURUSD,2020-02,1,0,1,-810.3449431594944,0.0
EURUSD,2020-03,1,1,0,294.6809006798542,inf
EURUSD,2020-04,1,0,1,-814.0217657523996,0.0
EURUSD,2020-08,1,0,1,-770.1144684080214,0.0
EURUSD,2020-09,2,1,1,-383.8433701509584,0.48405499528727736
EURUSD,2020-12,3,2,1,-231.63458130017858,0.681844349246041
EURUSD,2021-10,1,0,1,-483.870403182946,0.0
EURUSD,2021-11,1,1,0,60.4441910697241,inf
EURUSD,2021-12,1,0,1,-688.5412989957653,0.0
GBPJPY,2020-01,5,1,4,-2736.7131592270835,0.08662013451147159
GBPJPY,2020-02,1,1,0,81.38340167434143,inf
GBPJPY,2020-04,2,2,0,562.4677054252543,inf
GBPJPY,2020-05,1,1,0,795.5370348294937,inf
GBPJPY,2020-10,3,0,3,-2339.4050207684904,0.0
GBPJPY,2021-05,1,0,1,-726.1838918579466,0.0
GBPJPY,2021-06,1,0,1,-95.48563664019593,0.0
GBPJPY,2021-07,1,1,0,57.3486741397751,inf
GBPUSD,2020-01,1,0,1,-828.6319055575407,0.0
GBPUSD,2020-02,1,0,1,-714.3831144118112,0.0
GBPUSD,2020-06,1,0,1,-791.9663387488647,0.0
GBPUSD,2020-07,1,0,1,-698.006733092796,0.0
GBPUSD,2020-10,1,1,0,230.4358554409134,inf
GBPUSD,2020-11,1,1,0,244.27579767952938,inf
GBPUSD,2020-12,1,0,1,-720.8849981893535,0.0
GBPUSD,2021-12,1,1,0,192.65617387111345,inf
USDCAD,2020-01,3,3,0,450.20577609919627,inf
USDCAD,2020-04,2,2,0,1334.8943630805734,inf
USDCAD,2020-06,1,1,0,269.0361500106088,inf
USDCAD,2020-07,2,2,0,493.7868799283614,inf
USDCAD,2020-08,1,0,1,-759.5038485854266,0.0
USDCAD,2020-09,1,1,0,201.15785706081022,inf
USDCAD,2020-11,1,0,1,-710.9702522061948,0.0
USDCAD,2021-01,1,0,1,-745.3614720210508,0.0
USDCAD,2021-02,1,0,1,-733.655784241425,0.0
USDCAD,2021-03,1,0,1,-733.7249040031959,0.0
USDCAD,2021-04,1,1,0,86.49652196970547,inf
USDCAD,2021-05,1,1,0,125.7338563506671,inf
USDCAD,2021-08,1,1,0,61.035923399337,inf
USDCAD,2021-09,2,2,0,250.62101424345605,inf
USDCHF,2020-01,2,2,0,206.57799561708347,inf
USDCHF,2020-05,4,1,3,-2183.3445166337006,0.08731193837163985
USDCHF,2020-06,1,0,1,-787.3222674023249,0.0
USDCHF,2020-09,1,1,0,187.63392931399048,inf
USDCHF,2020-11,2,1,1,-499.3260200621413,0.2355382849256144
USDCHF,2020-12,1,0,1,-745.1744185617424,0.0
USDCHF,2021-05,1,0,1,-716.1442359847226,0.0
USDCHF,2021-09,1,1,0,86.83084113811907,inf
USDJPY,2020-02,1,1,0,28.004598183778377,inf
USDJPY,2020-03,1,0,1,-739.8493814492772,0.0
USDJPY,2020-04,2,2,0,793.7850343434527,inf
USDJPY,2020-05,1,0,1,-503.9236300511678,0.0
USDJPY,2020-07,2,0,2,-1135.6360501953427,0.0
USDJPY,2020-08,1,0,1,-529.0449053402051,0.0
USDJPY,2020-09,2,2,0,239.1697586458135,inf
USDJPY,2020-10,1,1,0,5.0128495887833395,inf
USDJPY,2021-08,2,2,0,100.6029749102276,inf
USDJPY,2021-10,2,2,0,460.4385360500395,inf
