trade_id,entry_time,side,entry_price,sl,tp,outcome,exit_price,exit_time,pnl_r
N/A,2015-05-01T13:54:00+00:00,SHORT,1.12765,1.12765,1.1322980000000002,TP,1.1322980000000002,2015-05-01T13:54:00.890000+00:00,1.4
N/A,2015-05-04T12:03:00+00:00,SHORT,1.11458,1.11458,1.1166239999999998,TP,1.1166239999999998,2015-05-04T12:03:02.397000+00:00,1.4
N/A,2015-05-05T12:30:00+00:00,SHORT,1.11494,1.11494,1.1207220000000002,TP,1.1207220000000002,2015-05-05T12:30:00.441000+00:00,1.4
N/A,2015-05-06T12:00:00+00:00,SHORT,1.12339,1.1219799999999998,1.1253640000000007,TP,1.1253640000000007,2015-05-06T12:00:00.131000+00:00,1.4
N/A,2015-05-07T14:03:00+00:00,SHORT,1.12504,1.12504,1.1213859999999998,SL,1.12504,2015-05-07T14:03:00.234000+00:00,-1.0
N/A,2015-05-08T12:12:00+00:00,SHORT,1.12229,1.12229,1.1285760000000005,TP,1.1285760000000005,2015-05-08T12:12:00.918000+00:00,1.4
N/A,2015-05-11T16:27:00+00:00,SHORT,1.11502,1.11502,1.11754,TP,1.11754,2015-05-11T16:27:01.789000+00:00,1.4
N/A,2015-05-13T14:00:00+00:00,SHORT,1.13438,1.13438,1.13648,TP,1.13648,2015-05-13T14:00:00.311000+00:00,1.4
N/A,2015-05-14T14:45:00+00:00,SHORT,1.13912,1.13912,1.1365719999999997,SL,1.13912,2015-05-14T14:45:00.094000+00:00,-1.0
N/A,2015-05-15T14:00:00+00:00,SHORT,1.13818,1.13818,1.1421560000000002,TP,1.1421560000000002,2015-05-15T14:00:00.161000+00:00,1.4
N/A,2015-05-18T13:18:00+00:00,SHORT,1.13755,1.13755,1.1341759999999996,SL,1.13755,2015-05-18T13:18:00.412000+00:00,-1.0
N/A,2015-05-19T12:00:00+00:00,SHORT,1.11781,1.1193000000000002,1.1157239999999995,BE,1.11781,2015-05-19T12:02:27.229000+00:00,0.0
N/A,2015-05-20T12:00:00+00:00,SHORT,1.11157,1.11157,1.1123680000000002,TP,1.1123680000000002,2015-05-20T12:00:00.561000+00:00,1.4
N/A,2015-05-21T11:18:00+00:00,SHORT,1.11523,1.11523,1.1131859999999996,SL,1.11523,2015-05-21T11:18:01.010000+00:00,-1.0
N/A,2015-05-22T12:30:00+00:00,SHORT,1.11153,1.11153,1.1027939999999996,SL,1.11153,2015-05-22T12:30:00.464000+00:00,-1.0
N/A,2015-05-26T12:21:00+00:00,SHORT,1.09225,1.09411,1.0896459999999997,TP,1.0896459999999997,2015-05-26T12:30:13.740000+00:00,1.4
N/A,2015-05-27T11:30:00+00:00,SHORT,1.0882,1.0882,1.0868699999999998,SL,1.0882,2015-05-27T11:30:00.182000+00:00,-1.0
N/A,2015-05-28T14:03:00+00:00,SHORT,1.09038,1.09038,1.095658,TP,1.095658,2015-05-28T14:03:00.479000+00:00,1.4
N/A,2015-05-29T12:57:00+00:00,SHORT,1.09673,1.0998600000000005,1.0923479999999997,BE,1.09673,2015-05-29T12:59:39.992000+00:00,0.0
