timestamp,NY_time,symbol,news_gate,data_mask_gate,time_gate,weekend_gate,signal_status,lot_status,final_decision,reason,simulated_entry,simulated_sl,simulated_tp,simulated_lot,order_sent
2026-04-29T11:57:45.667405+00:00,2026-04-29T07:57:45.667405-04:00,EURUSD,NO_TRADE,NO_TRADE_DATA_MASK,ALLOW,ALLOW,DRY_RUN_NO_SIGNAL,ALLOW,NO_TRADE_NEWS_BLOCK,NO_TRADE_NEWS_SOURCE_UNAVAILABLE: no MT5/manual verified cache,,,,0.0,False
2026-04-29T11:58:33.184798+00:00,2026-04-29T07:58:33.184798-04:00,EURUSD,NO_TRADE,NO_TRADE_DATA_MASK,ALLOW,ALLOW,DRY_RUN_NO_SIGNAL,ALLOW,NO_TRADE_NEWS_BLOCK,NO_TRADE_NEWS_SOURCE_UNAVAILABLE: no MT5/manual verified cache,,,,0.0,False
2026-04-29T11:59:00.975466+00:00,2026-04-29T07:59:00.975466-04:00,EURUSD,NO_TRADE,NO_TRADE_DATA_MASK,ALLOW,ALLOW,DRY_RUN_NO_SIGNAL,ALLOW,NO_TRADE_NEWS_BLOCK,NO_TRADE_NEWS_SOURCE_UNAVAILABLE: no MT5/manual verified cache,,,,0.0,False
2026-04-29T12:11:04.432708+00:00,2026-04-29T08:11:04.432708-04:00,EURUSD,NO_TRADE,NO_TRADE_DATA_MASK,ALLOW,ALLOW,DRY_RUN_NO_SIGNAL,ALLOW,NO_TRADE_NEWS_BLOCK,NO_TRADE_NEWS_SOURCE_UNAVAILABLE: no MT5/manual verified cache,,,,0.0,False
2026-04-29T12:11:37.830732+00:00,2026-04-29T08:11:37.830732-04:00,EURUSD,NO_TRADE,NO_TRADE_DATA_MASK,ALLOW,ALLOW,DRY_RUN_NO_SIGNAL,ALLOW,NO_TRADE_NEWS_BLOCK,NO_TRADE_NEWS_SOURCE_UNAVAILABLE: no MT5/manual verified cache,,,,0.0,False
2026-04-29T12:12:02.769609+00:00,2026-04-29T08:12:02.769609-04:00,EURUSD,NO_TRADE,NO_TRADE_DATA_MASK,ALLOW,ALLOW,DRY_RUN_NO_SIGNAL,ALLOW,NO_TRADE_NEWS_BLOCK,NO_TRADE_NEWS_SOURCE_UNAVAILABLE: no MT5/manual verified cache,,,,0.0,False
