pair,year,trades,wins,losses,net_pnl_usd,profit_factor
USDCHF,2022,65,22,43,-1071.4489635578702,0.9715447109272951
USDCHF,2023,40,13,27,-6189.906557016237,0.7394427788115193
USDCHF,2024,40,12,28,-4934.448462267334,0.6951400529036386
USDCHF,2025,60,17,43,-15890.676129742775,0.4950256939301165
