pair,year,trades,wins,losses,net_pnl_usd,profit_factor
EURUSD,2022,47,18,29,6279.322244475526,1.2362114770385784
EURUSD,2023,39,7,32,-13781.561034182583,0.3659893597244931
EURUSD,2024,44,15,29,-7721.945872247028,0.4537398986940921
EURUSD,2025,60,12,48,-20896.77423143233,0.253125654091298
