pair,year,trades,wins,losses,net_pnl_usd,profit_factor
USDJPY,2016,1,1,0,397.3165872465669,inf
USDJPY,2018,1,1,0,467.3976245691821,inf
USDJPY,2019,2,1,1,-390.2164259695502,0.2228536617676886
USDJPY,2021,1,1,0,3.8872858630361833,inf
