trade_id,entry_time,exit_time,direction,verdict,gross_r,net_r,comm_r
2055,2023-12-01T12:45:00+00:00,2023-12-01T13:22:23.525000,SHORT,BE_STOP,0.0,-0.0286,0.0286
2056,2023-12-04T13:36:00+00:00,2023-12-04T14:06:55.401000,SHORT,TP,1.4,1.3648,0.0352
2057,2023-12-06T12:51:00+00:00,2023-12-06T13:16:12.223000,LONG,BE_STOP,0.0,-0.0543,0.0543
2058,2023-12-07T15:51:00+00:00,2023-12-07T16:46:15.001000,SHORT,SL,-1.0,-1.0417,0.0417
2059,2023-12-08T16:12:00+00:00,2023-12-08T17:08:21.886000,SHORT,TP,1.4,1.3593,0.0407
2060,2023-12-11T14:15:00+00:00,2023-12-11T14:35:59.905000,SHORT,BE_STOP,0.0,-0.035,0.035
2061,2023-12-13T12:09:00+00:00,2023-12-13T13:30:01.781000,SHORT,SL,-1.0,-1.0538,0.0538
2062,2023-12-14T13:00:00+00:00,2023-12-14T13:15:30.780000,SHORT,BE_STOP,0.0,-0.0233,0.0233
2063,2023-12-15T12:06:00+00:00,2023-12-15T12:36:18.075000,SHORT,TP,1.4,1.3231,0.0769
2064,2023-12-19T12:00:00+00:00,2023-12-19T12:13:21.808000,LONG,TP,1.4,1.2837,0.1163
2065,2023-12-20T13:06:00+00:00,2023-12-20T13:19:55.282000,LONG,BE_STOP,0.0,-0.0581,0.0581
2066,2023-12-21T12:54:00+00:00,2023-12-21T13:30:04.819000,SHORT,BE_STOP,0.0,-0.0725,0.0725
2067,2023-12-22T12:45:00+00:00,2023-12-22T13:06:45.910000,SHORT,BE_STOP,0.0,-0.0329,0.0329
2068,2023-12-26T15:45:00+00:00,2023-12-26T16:13:50.811000,SHORT,SL,-1.0,-1.0595,0.0595
2069,2023-12-27T17:00:00+00:00,2023-12-27T18:22:56.931000,SHORT,BE_STOP,0.0,-0.034,0.034
2070,2023-12-28T13:39:00+00:00,2023-12-28T13:55:42.153000,SHORT,TP,1.4,1.3537,0.0463
2071,2023-12-29T12:36:00+00:00,2023-12-29T12:55:30.300000,SHORT,TP,1.4,1.3485,0.0515
