pair,trades,wins,losses,win_rate_pct,profit_factor,net_pnl_usd,avg_r_multiple
EURUSD,8,4,4,50.0,0.5617546116343185,-1093.8479707965112,0.0034177428061389903
GBPUSD,7,2,5,28.57142857142857,0.2763946417968824,-2839.7059329967324,-0.6344195449342737
USDJPY,10,6,4,60.0,0.6141909951546031,-876.3089290150651,-0.27103815890062866
