pair,year,trades,wins,losses,win_rate,total_pnl_r,total_pnl_usd,avg_pnl_r,max_drawdown_pct,profit_factor
EURUSD,2020,22,12,10,54.54545454545454,-4.324234882976468,-4324.234882976468,-0.19655613104438488,5.4238836771715455,0.385622633348388
EURUSD,2021,16,9,7,56.25,-4.572216774065128,-4572.2167740651275,-0.2857635483790705,4.5480429949548205,0.300637948363226
