scenario,final_equity,total_return_pct,max_drawdown_pct,sharpe_ratio,profit_factor,total_trades,wins,losses,win_rate_pct,trades_per_month,robustness_score,news_events_count
unprotected,88932.85037351598,-11.06714962648403,11.797170034203853,-1.5832034134319946,0.10710922797885625,22,5,17,22.727272727272727,1.2941176470588236,0.05262579486677286,0
calendar_only,91147.3337643532,-8.8526662356468,9.600846914972994,-1.3919263529808816,0.12341357387707468,18,4,14,22.22222222222222,1.2857142857142858,0.062313748654953836,2458
layered_guard,91147.3337643532,-8.8526662356468,9.600846914972994,-1.3919263529808816,0.12341357387707468,18,4,14,22.22222222222222,1.2857142857142858,0.062313748654953836,2458
