pair,year,trades,wins,losses,win_rate,total_pnl_r,total_pnl_usd,avg_pnl_r,max_drawdown_pct,profit_factor
EURUSD,2020,170,51,119,30.0,-74.50285384978469,-74502.85384978467,-0.43825208146932165,74.20691520302844,0.3947215820825233
EURUSD,2021,135,56,79,41.48148148148148,-32.34695656427635,-32346.956564276345,-0.23960708566130628,33.635085427499206,0.6191463630829465
