family,mr_h1_adx_max,mr_m15_extension_atr,stop_atr_multiple,mr_target_atr_buffer,score,initial_capital,final_equity,total_return_pct,max_drawdown_pct,sharpe_ratio,profit_factor,total_trades,wins,losses,break_even_trades,win_rate_pct,trades_per_month,profit_month_ratio,avg_monthly_net_pnl_usd,expectancy_usd,avg_trade_minutes,median_trade_minutes,max_consecutive_wins,max_consecutive_losses
mean_reversion,24.0,0.7,0.8,0.05,-106.85219710933482,100000.0,86640.13056836119,-13.359869431638815,18.040780625975913,-1.1923697850503712,0.5930361220955593,75,22,53,0,29.333333333333332,3.125,0.20833333333333334,-556.6612263182809,-178.1315924218499,44.46666666666667,25.0,5,18
mean_reversion,20.0,0.7,0.8,0.05,-110.5613473819627,100000.0,87072.29890574374,-12.92770109425626,14.845468821686394,-1.9906427477450492,0.31589211573168735,42,10,32,0,23.809523809523807,2.1,0.15,-646.3850547128125,-307.80240700610113,38.57142857142857,20.0,3,10
mean_reversion,20.0,0.5,0.8,0.05,-112.35829101047386,100000.0,86838.79364761796,-13.161206352382038,15.073831125579348,-2.026307209375661,0.31199472375234844,43,10,33,0,23.25581395348837,2.15,0.15,-658.0603176191014,-306.07456633446577,37.906976744186046,20.0,3,10
mean_reversion,24.0,0.5,0.8,0.05,-113.40139702693939,100000.0,85750.76732517061,-14.249232674829383,18.882094191337366,-1.2760327076536182,0.5771115589082318,78,22,56,0,28.205128205128204,3.25,0.20833333333333334,-593.7180281178902,-182.68247019012006,43.14102564102564,25.0,5,18
