pb_balanced_adx_max,pb_core_extension_atr,stop_atr_multiple,pb_take_profit_rr_cap,pb_max_hold_bars,validation_score,full_sample_goal_score,avg_validation_goal_score,avg_validation_robustness,avg_validation_return_pct,avg_validation_sharpe,worst_validation_drawdown_pct,profitable_window_ratio,full_sample_robustness,initial_capital,final_equity,total_return_pct,max_drawdown_pct,sharpe_ratio,profit_factor,total_trades,wins,losses,break_even_trades,win_rate_pct,trades_per_month,profit_month_ratio,avg_monthly_net_pnl_usd,expectancy_usd,avg_trade_minutes,median_trade_minutes,max_consecutive_wins,max_consecutive_losses
18.0,0.25,0.6,0.8,4,-39.97885561617738,-38.15230559161305,-41.16538314818131,0.1252098570180583,-1.3390102338857013,-1.1995900072611123,1.5891371302145418,0.0,0.12033459822935529,100000.0,97339.43464537218,-2.6605653546278196,3.0326835574101794,-1.198518463518241,0.191059203685688,11,5,6,0,45.45454545454545,1.2222222222222223,0.3333333333333333,-295.6183727364246,-241.86957769343834,8.636363636363637,5.0,2,4
18.0,0.25,0.6,0.8,6,-39.97885561617738,-38.15230559161305,-41.16538314818131,0.1252098570180583,-1.3390102338857013,-1.1995900072611123,1.5891371302145418,0.0,0.12033459822935529,100000.0,97339.43464537218,-2.6605653546278196,3.0326835574101794,-1.198518463518241,0.191059203685688,11,5,6,0,45.45454545454545,1.2222222222222223,0.3333333333333333,-295.6183727364246,-241.86957769343834,8.636363636363637,5.0,2,4
18.0,0.35,0.6,0.8,4,-39.97885561617738,-38.15230559161305,-41.16538314818131,0.1252098570180583,-1.3390102338857013,-1.1995900072611123,1.5891371302145418,0.0,0.12033459822935529,100000.0,97339.43464537218,-2.6605653546278196,3.0326835574101794,-1.198518463518241,0.191059203685688,11,5,6,0,45.45454545454545,1.2222222222222223,0.3333333333333333,-295.6183727364246,-241.86957769343834,8.636363636363637,5.0,2,4
18.0,0.35,0.6,0.8,6,-39.97885561617738,-38.15230559161305,-41.16538314818131,0.1252098570180583,-1.3390102338857013,-1.1995900072611123,1.5891371302145418,0.0,0.12033459822935529,100000.0,97339.43464537218,-2.6605653546278196,3.0326835574101794,-1.198518463518241,0.191059203685688,11,5,6,0,45.45454545454545,1.2222222222222223,0.3333333333333333,-295.6183727364246,-241.86957769343834,8.636363636363637,5.0,2,4
18.0,0.45,0.6,0.8,4,-39.97885561617738,-38.15230559161305,-41.16538314818131,0.1252098570180583,-1.3390102338857013,-1.1995900072611123,1.5891371302145418,0.0,0.12033459822935529,100000.0,97339.43464537218,-2.6605653546278196,3.0326835574101794,-1.198518463518241,0.191059203685688,11,5,6,0,45.45454545454545,1.2222222222222223,0.3333333333333333,-295.6183727364246,-241.86957769343834,8.636363636363637,5.0,2,4
18.0,0.45,0.6,0.8,6,-39.97885561617738,-38.15230559161305,-41.16538314818131,0.1252098570180583,-1.3390102338857013,-1.1995900072611123,1.5891371302145418,0.0,0.12033459822935529,100000.0,97339.43464537218,-2.6605653546278196,3.0326835574101794,-1.198518463518241,0.191059203685688,11,5,6,0,45.45454545454545,1.2222222222222223,0.3333333333333333,-295.6183727364246,-241.86957769343834,8.636363636363637,5.0,2,4
18.0,0.25,0.8,0.6,4,-41.010842451321096,-39.835082052859725,-42.54809635685616,0.10092471698781087,-1.7093120675412077,-1.2708692944288953,1.9750244364272367,0.0,0.09669856798829086,100000.0,96610.84193953668,-3.3891580604633154,3.758516770173425,-1.2691978183789658,0.15577909973930432,11,5,6,0,45.45454545454545,1.2222222222222223,0.3333333333333333,-376.57311782925615,-308.1052782239369,10.909090909090908,10.0,2,4
18.0,0.25,0.8,0.6,6,-41.010842451321096,-39.835082052859725,-42.54809635685616,0.10092471698781087,-1.7093120675412077,-1.2708692944288953,1.9750244364272367,0.0,0.09669856798829086,100000.0,96610.84193953668,-3.3891580604633154,3.758516770173425,-1.2691978183789658,0.15577909973930432,11,5,6,0,45.45454545454545,1.2222222222222223,0.3333333333333333,-376.57311782925615,-308.1052782239369,10.909090909090908,10.0,2,4
18.0,0.35,0.8,0.6,4,-41.010842451321096,-39.835082052859725,-42.54809635685616,0.10092471698781087,-1.7093120675412077,-1.2708692944288953,1.9750244364272367,0.0,0.09669856798829086,100000.0,96610.84193953668,-3.3891580604633154,3.758516770173425,-1.2691978183789658,0.15577909973930432,11,5,6,0,45.45454545454545,1.2222222222222223,0.3333333333333333,-376.57311782925615,-308.1052782239369,10.909090909090908,10.0,2,4
18.0,0.35,0.8,0.6,6,-41.010842451321096,-39.835082052859725,-42.54809635685616,0.10092471698781087,-1.7093120675412077,-1.2708692944288953,1.9750244364272367,0.0,0.09669856798829086,100000.0,96610.84193953668,-3.3891580604633154,3.758516770173425,-1.2691978183789658,0.15577909973930432,11,5,6,0,45.45454545454545,1.2222222222222223,0.3333333333333333,-376.57311782925615,-308.1052782239369,10.909090909090908,10.0,2,4
