family_id,config_id,signal_time,side,entry_reference,stop_reference,target_r,reason,month,phase
F12,F12_REAL_PRE_0003,2023-01-03 10:45:00,buy,1.05308,1.05158,1.5,MEAN_REVERSION_SAFE_WINDOW,2023-01,VAL
F12,F12_REAL_PRE_0003,2023-01-03 11:00:00,buy,1.05272,1.05122,1.5,MEAN_REVERSION_SAFE_WINDOW,2023-01,VAL
F12,F12_REAL_PRE_0003,2023-01-03 11:15:00,buy,1.05263,1.05113,1.5,MEAN_REVERSION_SAFE_WINDOW,2023-01,VAL
F12,F12_REAL_PRE_0003,2023-01-03 11:30:00,buy,1.05318,1.05168,1.5,MEAN_REVERSION_SAFE_WINDOW,2023-01,VAL
F12,F12_REAL_PRE_0003,2023-01-03 11:45:00,buy,1.05282,1.05132,1.5,MEAN_REVERSION_SAFE_WINDOW,2023-01,VAL
F12,F12_REAL_PRE_0003,2023-01-03 12:00:00,buy,1.05329,1.05179,1.5,MEAN_REVERSION_SAFE_WINDOW,2023-01,VAL
F12,F12_REAL_PRE_0003,2023-01-06 12:00:00,buy,1.04904,1.04754,1.5,MEAN_REVERSION_SAFE_WINDOW,2023-01,VAL
F12,F12_REAL_PRE_0003,2023-01-06 12:15:00,buy,1.04907,1.04757,1.5,MEAN_REVERSION_SAFE_WINDOW,2023-01,VAL
F12,F12_REAL_PRE_0003,2023-01-06 12:30:00,buy,1.04903,1.0475299999999999,1.5,MEAN_REVERSION_SAFE_WINDOW,2023-01,VAL
F01,F01_REAL_PRE_0001,2024-04-02 03:15:00,buy,1.0731,1.07308,2.0,LONDON_BREAKOUT_CANDIDATE,2024-04,VAL
F01,F01_REAL_PRE_0001,2024-04-02 03:30:00,buy,1.07315,1.0731,2.0,LONDON_BREAKOUT_CANDIDATE,2024-04,VAL
F01,F01_REAL_PRE_0001,2024-04-02 03:45:00,buy,1.073,1.07296,2.0,LONDON_BREAKOUT_CANDIDATE,2024-04,VAL
F01,F01_REAL_PRE_0001,2024-04-03 03:15:00,buy,1.07758,1.07756,2.0,LONDON_BREAKOUT_CANDIDATE,2024-04,VAL
F01,F01_REAL_PRE_0001,2024-04-03 03:30:00,buy,1.07767,1.07752,2.0,LONDON_BREAKOUT_CANDIDATE,2024-04,VAL
F01,F01_REAL_PRE_0001,2024-04-03 03:45:00,buy,1.07772,1.07758,2.0,LONDON_BREAKOUT_CANDIDATE,2024-04,VAL
F01,F01_REAL_PRE_0001,2024-04-04 03:15:00,buy,1.08417,1.08408,2.0,LONDON_BREAKOUT_CANDIDATE,2024-04,VAL
F01,F01_REAL_PRE_0001,2024-04-04 03:30:00,buy,1.08423,1.08401,2.0,LONDON_BREAKOUT_CANDIDATE,2024-04,VAL
F01,F01_REAL_PRE_0001,2024-04-04 03:45:00,buy,1.08425,1.08419,2.0,LONDON_BREAKOUT_CANDIDATE,2024-04,VAL
F01,F01_REAL_PRE_0001,2024-04-05 03:15:00,buy,1.08268,1.08257,2.0,LONDON_BREAKOUT_CANDIDATE,2024-04,VAL
F01,F01_REAL_PRE_0001,2024-04-05 03:30:00,buy,1.08256,1.08252,2.0,LONDON_BREAKOUT_CANDIDATE,2024-04,VAL
F01,F01_REAL_PRE_0001,2024-04-05 03:45:00,buy,1.08267,1.08247,2.0,LONDON_BREAKOUT_CANDIDATE,2024-04,VAL
F01,F01_REAL_PRE_0001,2024-04-08 03:15:00,buy,1.08359,1.08358,2.0,LONDON_BREAKOUT_CANDIDATE,2024-04,VAL
F01,F01_REAL_PRE_0001,2024-04-08 03:30:00,buy,1.08342,1.08336,2.0,LONDON_BREAKOUT_CANDIDATE,2024-04,VAL
F01,F01_REAL_PRE_0001,2024-04-08 03:45:00,buy,1.08333,1.08321,2.0,LONDON_BREAKOUT_CANDIDATE,2024-04,VAL
F01,F01_REAL_PRE_0002,2024-04-02 03:15:00,buy,1.0731,1.07308,2.0,LONDON_BREAKOUT_CANDIDATE,2024-04,VAL
F01,F01_REAL_PRE_0002,2024-04-02 03:30:00,buy,1.07315,1.0731,2.0,LONDON_BREAKOUT_CANDIDATE,2024-04,VAL
F01,F01_REAL_PRE_0002,2024-04-02 03:45:00,buy,1.073,1.07296,2.0,LONDON_BREAKOUT_CANDIDATE,2024-04,VAL
F01,F01_REAL_PRE_0002,2024-04-03 03:15:00,buy,1.07758,1.07756,2.0,LONDON_BREAKOUT_CANDIDATE,2024-04,VAL
F01,F01_REAL_PRE_0002,2024-04-03 03:30:00,buy,1.07767,1.07752,2.0,LONDON_BREAKOUT_CANDIDATE,2024-04,VAL
F01,F01_REAL_PRE_0002,2024-04-03 03:45:00,buy,1.07772,1.07758,2.0,LONDON_BREAKOUT_CANDIDATE,2024-04,VAL
F01,F01_REAL_PRE_0002,2024-04-04 03:15:00,buy,1.08417,1.08408,2.0,LONDON_BREAKOUT_CANDIDATE,2024-04,VAL
F01,F01_REAL_PRE_0002,2024-04-04 03:30:00,buy,1.08423,1.08401,2.0,LONDON_BREAKOUT_CANDIDATE,2024-04,VAL
F01,F01_REAL_PRE_0002,2024-04-04 03:45:00,buy,1.08425,1.08419,2.0,LONDON_BREAKOUT_CANDIDATE,2024-04,VAL
F01,F01_REAL_PRE_0002,2024-04-05 03:15:00,buy,1.08268,1.08257,2.0,LONDON_BREAKOUT_CANDIDATE,2024-04,VAL
F01,F01_REAL_PRE_0002,2024-04-05 03:30:00,buy,1.08256,1.08252,2.0,LONDON_BREAKOUT_CANDIDATE,2024-04,VAL
F01,F01_REAL_PRE_0002,2024-04-05 03:45:00,buy,1.08267,1.08247,2.0,LONDON_BREAKOUT_CANDIDATE,2024-04,VAL
F01,F01_REAL_PRE_0002,2024-04-08 03:15:00,buy,1.08359,1.08358,2.0,LONDON_BREAKOUT_CANDIDATE,2024-04,VAL
F01,F01_REAL_PRE_0002,2024-04-08 03:30:00,buy,1.08342,1.08336,2.0,LONDON_BREAKOUT_CANDIDATE,2024-04,VAL
F01,F01_REAL_PRE_0002,2024-04-08 03:45:00,buy,1.08333,1.08321,2.0,LONDON_BREAKOUT_CANDIDATE,2024-04,VAL
F01,F01_REAL_PRE_0003,2024-04-02 03:15:00,buy,1.0731,1.07308,2.0,LONDON_BREAKOUT_CANDIDATE,2024-04,VAL
F01,F01_REAL_PRE_0003,2024-04-02 03:30:00,buy,1.07315,1.0731,2.0,LONDON_BREAKOUT_CANDIDATE,2024-04,VAL
F01,F01_REAL_PRE_0003,2024-04-02 03:45:00,buy,1.073,1.07296,2.0,LONDON_BREAKOUT_CANDIDATE,2024-04,VAL
F01,F01_REAL_PRE_0003,2024-04-03 03:15:00,buy,1.07758,1.07756,2.0,LONDON_BREAKOUT_CANDIDATE,2024-04,VAL
F01,F01_REAL_PRE_0003,2024-04-03 03:30:00,buy,1.07767,1.07752,2.0,LONDON_BREAKOUT_CANDIDATE,2024-04,VAL
F01,F01_REAL_PRE_0003,2024-04-03 03:45:00,buy,1.07772,1.07758,2.0,LONDON_BREAKOUT_CANDIDATE,2024-04,VAL
F01,F01_REAL_PRE_0003,2024-04-04 03:15:00,buy,1.08417,1.08408,2.0,LONDON_BREAKOUT_CANDIDATE,2024-04,VAL
F01,F01_REAL_PRE_0003,2024-04-04 03:30:00,buy,1.08423,1.08401,2.0,LONDON_BREAKOUT_CANDIDATE,2024-04,VAL
F01,F01_REAL_PRE_0003,2024-04-04 03:45:00,buy,1.08425,1.08419,2.0,LONDON_BREAKOUT_CANDIDATE,2024-04,VAL
F01,F01_REAL_PRE_0003,2024-04-05 03:15:00,buy,1.08268,1.08257,2.0,LONDON_BREAKOUT_CANDIDATE,2024-04,VAL
F01,F01_REAL_PRE_0003,2024-04-05 03:30:00,buy,1.08256,1.08252,2.0,LONDON_BREAKOUT_CANDIDATE,2024-04,VAL
F01,F01_REAL_PRE_0003,2024-04-05 03:45:00,buy,1.08267,1.08247,2.0,LONDON_BREAKOUT_CANDIDATE,2024-04,VAL
F01,F01_REAL_PRE_0003,2024-04-08 03:15:00,buy,1.08359,1.08358,2.0,LONDON_BREAKOUT_CANDIDATE,2024-04,VAL
F01,F01_REAL_PRE_0003,2024-04-08 03:30:00,buy,1.08342,1.08336,2.0,LONDON_BREAKOUT_CANDIDATE,2024-04,VAL
F01,F01_REAL_PRE_0003,2024-04-08 03:45:00,buy,1.08333,1.08321,2.0,LONDON_BREAKOUT_CANDIDATE,2024-04,VAL
F06,F06_REAL_PRE_0001,2024-04-03 11:00:00,buy,1.07839,1.0770965000000001,2.5,VOLATILITY_EXPANSION,2024-04,VAL
F06,F06_REAL_PRE_0001,2024-04-04 08:00:00,buy,1.08562,1.0845655,2.5,VOLATILITY_EXPANSION,2024-04,VAL
F06,F06_REAL_PRE_0001,2024-04-04 08:15:00,buy,1.08587,1.0846505,2.5,VOLATILITY_EXPANSION,2024-04,VAL
F06,F06_REAL_PRE_0001,2024-04-04 08:45:00,buy,1.08619,1.0848200000000001,2.5,VOLATILITY_EXPANSION,2024-04,VAL
F06,F06_REAL_PRE_0001,2024-04-05 08:00:00,buy,1.08385,1.0829145,2.5,VOLATILITY_EXPANSION,2024-04,VAL
F06,F06_REAL_PRE_0001,2024-04-05 08:15:00,buy,1.08415,1.0829879999999998,2.5,VOLATILITY_EXPANSION,2024-04,VAL
F06,F06_REAL_PRE_0001,2024-04-05 08:30:00,buy,1.08452,1.083086,2.5,VOLATILITY_EXPANSION,2024-04,VAL
F06,F06_REAL_PRE_0002,2024-04-03 11:00:00,buy,1.07839,1.0770965000000001,2.5,VOLATILITY_EXPANSION,2024-04,VAL
F06,F06_REAL_PRE_0002,2024-04-04 08:00:00,buy,1.08562,1.0845655,2.5,VOLATILITY_EXPANSION,2024-04,VAL
F06,F06_REAL_PRE_0002,2024-04-04 08:15:00,buy,1.08587,1.0846505,2.5,VOLATILITY_EXPANSION,2024-04,VAL
F06,F06_REAL_PRE_0002,2024-04-04 08:45:00,buy,1.08619,1.0848200000000001,2.5,VOLATILITY_EXPANSION,2024-04,VAL
F06,F06_REAL_PRE_0002,2024-04-05 08:00:00,buy,1.08385,1.0829145,2.5,VOLATILITY_EXPANSION,2024-04,VAL
F06,F06_REAL_PRE_0002,2024-04-05 08:15:00,buy,1.08415,1.0829879999999998,2.5,VOLATILITY_EXPANSION,2024-04,VAL
F06,F06_REAL_PRE_0002,2024-04-05 08:30:00,buy,1.08452,1.083086,2.5,VOLATILITY_EXPANSION,2024-04,VAL
F06,F06_REAL_PRE_0003,2024-04-03 11:00:00,buy,1.07839,1.0770965000000001,2.5,VOLATILITY_EXPANSION,2024-04,VAL
F06,F06_REAL_PRE_0003,2024-04-04 08:00:00,buy,1.08562,1.0845655,2.5,VOLATILITY_EXPANSION,2024-04,VAL
F06,F06_REAL_PRE_0003,2024-04-04 08:15:00,buy,1.08587,1.0846505,2.5,VOLATILITY_EXPANSION,2024-04,VAL
F06,F06_REAL_PRE_0003,2024-04-04 08:45:00,buy,1.08619,1.0848200000000001,2.5,VOLATILITY_EXPANSION,2024-04,VAL
F06,F06_REAL_PRE_0003,2024-04-05 08:00:00,buy,1.08385,1.0829145,2.5,VOLATILITY_EXPANSION,2024-04,VAL
F06,F06_REAL_PRE_0003,2024-04-05 08:15:00,buy,1.08415,1.0829879999999998,2.5,VOLATILITY_EXPANSION,2024-04,VAL
F06,F06_REAL_PRE_0003,2024-04-05 08:30:00,buy,1.08452,1.083086,2.5,VOLATILITY_EXPANSION,2024-04,VAL
F08,F08_REAL_PRE_0001,2024-04-01 08:20:00,buy,1.07897,,2.0,EMA_CROSS_OVERLAP,2024-04,VAL
F08,F08_REAL_PRE_0001,2024-04-01 11:35:00,buy,1.07865,,2.0,EMA_CROSS_OVERLAP,2024-04,VAL
F08,F08_REAL_PRE_0001,2024-04-02 09:05:00,buy,1.07394,,2.0,EMA_CROSS_OVERLAP,2024-04,VAL
F08,F08_REAL_PRE_0002,2024-04-01 08:20:00,buy,1.07897,,2.0,EMA_CROSS_OVERLAP,2024-04,VAL
F08,F08_REAL_PRE_0002,2024-04-01 11:35:00,buy,1.07865,,2.0,EMA_CROSS_OVERLAP,2024-04,VAL
F08,F08_REAL_PRE_0002,2024-04-02 09:05:00,buy,1.07394,,2.0,EMA_CROSS_OVERLAP,2024-04,VAL
F08,F08_REAL_PRE_0003,2024-04-01 08:20:00,buy,1.07897,,2.0,EMA_CROSS_OVERLAP,2024-04,VAL
F08,F08_REAL_PRE_0003,2024-04-01 11:35:00,buy,1.07865,,2.0,EMA_CROSS_OVERLAP,2024-04,VAL
F08,F08_REAL_PRE_0003,2024-04-02 09:05:00,buy,1.07394,,2.0,EMA_CROSS_OVERLAP,2024-04,VAL
F12,F12_REAL_PRE_0001,2024-04-01 10:30:00,buy,1.07806,1.07656,1.5,MEAN_REVERSION_SAFE_WINDOW,2024-04,VAL
F12,F12_REAL_PRE_0001,2024-04-01 10:45:00,buy,1.07813,1.07663,1.5,MEAN_REVERSION_SAFE_WINDOW,2024-04,VAL
F12,F12_REAL_PRE_0001,2024-04-01 12:00:00,buy,1.07795,1.07645,1.5,MEAN_REVERSION_SAFE_WINDOW,2024-04,VAL
F12,F12_REAL_PRE_0001,2024-04-01 12:15:00,buy,1.0779,1.0764,1.5,MEAN_REVERSION_SAFE_WINDOW,2024-04,VAL
F12,F12_REAL_PRE_0001,2024-04-01 12:30:00,buy,1.07789,1.07639,1.5,MEAN_REVERSION_SAFE_WINDOW,2024-04,VAL
F12,F12_REAL_PRE_0001,2024-04-05 12:45:00,buy,1.08093,1.07943,1.5,MEAN_REVERSION_SAFE_WINDOW,2024-04,VAL
F12,F12_REAL_PRE_0002,2024-04-01 10:30:00,buy,1.07806,1.07656,1.5,MEAN_REVERSION_SAFE_WINDOW,2024-04,VAL
F12,F12_REAL_PRE_0002,2024-04-01 10:45:00,buy,1.07813,1.07663,1.5,MEAN_REVERSION_SAFE_WINDOW,2024-04,VAL
F12,F12_REAL_PRE_0002,2024-04-01 12:00:00,buy,1.07795,1.07645,1.5,MEAN_REVERSION_SAFE_WINDOW,2024-04,VAL
F12,F12_REAL_PRE_0002,2024-04-01 12:15:00,buy,1.0779,1.0764,1.5,MEAN_REVERSION_SAFE_WINDOW,2024-04,VAL
F12,F12_REAL_PRE_0002,2024-04-01 12:30:00,buy,1.07789,1.07639,1.5,MEAN_REVERSION_SAFE_WINDOW,2024-04,VAL
F12,F12_REAL_PRE_0002,2024-04-05 12:45:00,buy,1.08093,1.07943,1.5,MEAN_REVERSION_SAFE_WINDOW,2024-04,VAL
F12,F12_REAL_PRE_0003,2024-04-01 10:30:00,buy,1.07806,1.07656,1.5,MEAN_REVERSION_SAFE_WINDOW,2024-04,VAL
F12,F12_REAL_PRE_0003,2024-04-01 10:45:00,buy,1.07813,1.07663,1.5,MEAN_REVERSION_SAFE_WINDOW,2024-04,VAL
F12,F12_REAL_PRE_0003,2024-04-01 12:00:00,buy,1.07795,1.07645,1.5,MEAN_REVERSION_SAFE_WINDOW,2024-04,VAL
F12,F12_REAL_PRE_0003,2024-04-01 12:15:00,buy,1.0779,1.0764,1.5,MEAN_REVERSION_SAFE_WINDOW,2024-04,VAL
F12,F12_REAL_PRE_0003,2024-04-01 12:30:00,buy,1.07789,1.07639,1.5,MEAN_REVERSION_SAFE_WINDOW,2024-04,VAL
F12,F12_REAL_PRE_0003,2024-04-05 12:45:00,buy,1.08093,1.07943,1.5,MEAN_REVERSION_SAFE_WINDOW,2024-04,VAL
