pair,year,trades,wins,losses,win_rate,total_pnl_r,total_pnl_usd,avg_pnl_r,max_drawdown_pct,profit_factor
EURUSD,2020,31,14,17,45.16129032258064,-10.510640212739839,-10510.640212739838,-0.3390529100883819,10.870618563719795,0.25937137202711913
EURUSD,2021,20,7,13,35.0,-8.3648675349512,-8364.8675349512,-0.41824337674756,8.769148275439132,0.17218496038181316
