pair,year,trades,wins,losses,net_pnl_usd,profit_factor
USDCHF,2022,1,1,0,355.3414320663263,inf
USDCHF,2023,1,1,0,375.90983366606895,inf
USDCHF,2024,2,0,2,-1272.7719192831605,0.0
USDCHF,2025,1,0,1,-506.83283005622116,0.0
