pair,month,trades,wins,losses,net_pnl_usd,profit_factor
USDJPY,2022-07,1,0,1,-690.7687620167421,0.0
USDJPY,2022-10,1,1,0,473.3250965870959,inf
USDJPY,2023-05,1,0,1,-603.4940552454889,0.0
USDJPY,2024-01,1,1,0,277.71675410959983,inf
USDJPY,2025-01,1,1,0,348.23013904906054,inf
USDJPY,2025-03,2,1,1,-355.52315233101535,0.5691229417101656
USDJPY,2025-04,1,1,0,365.8081583260682,inf
USDJPY,2025-05,1,1,0,237.45814674010256,inf
USDJPY,2025-06,1,0,1,-639.1768879070934,0.0
USDJPY,2025-08,1,0,1,-551.9206272664629,0.0
