pair,month,trades,wins,losses,net_pnl_usd,profit_factor
USDJPY,2022-01,1,0,1,-889.4931602023416,0.0
USDJPY,2022-07,1,0,1,-869.4701107149872,0.0
USDJPY,2023-01,1,0,1,-160.37898876663428,0.0
USDJPY,2023-04,1,0,1,-811.9170479693832,0.0
USDJPY,2023-11,1,1,0,65.32760064751338,inf
USDJPY,2024-01,1,1,0,338.6168659755687,inf
USDJPY,2024-05,1,1,0,137.57398975856,inf
USDJPY,2025-01,1,0,1,-809.6017034288566,0.0
USDJPY,2025-03,3,2,1,-6.360489169580433,0.9922999344362474
USDJPY,2025-08,2,0,2,-1432.097743351565,0.0
USDJPY,2025-09,2,0,2,-1186.2793056719042,0.0
USDJPY,2025-10,1,1,0,101.70765715155588,inf
USDJPY,2025-11,1,1,0,404.41734974170726,inf
