pair,month,trades,wins,losses,net_pnl_usd,profit_factor
USDCHF,2020-01,10,1,9,-4273.310391286692,0.18021708857537988
USDCHF,2020-02,4,3,1,2441.2903998113816,7.6619889475711505
USDCHF,2020-03,8,3,5,247.28380438035538,1.0490575858400468
USDCHF,2020-04,5,4,1,4843.677288838117,5.230728317309971
USDCHF,2020-05,2,0,2,-1757.203945423292,0.0
USDCHF,2020-06,1,1,0,3490.5272167456274,inf
USDCHF,2020-07,4,1,3,-1699.5692909993882,0.2912586798500504
USDCHF,2020-09,3,1,2,481.5015984984602,1.2725454818798236
USDCHF,2020-10,4,2,2,1139.2548825005822,1.7234433870065415
USDCHF,2020-11,7,1,6,-3689.0366006315026,0.12139965465332901
USDCHF,2020-12,7,1,6,-4186.002846054698,0.03934347521299536
USDCHF,2021-01,4,0,4,-1801.7795906247807,0.0
USDCHF,2021-02,5,0,5,-2552.75137257805,0.0
USDCHF,2021-03,3,0,3,-2050.6991703890485,0.0
USDCHF,2021-04,6,3,3,1299.9190325241782,1.5367616170949598
USDCHF,2021-05,3,0,3,-2249.6241432528986,0.0
USDCHF,2021-06,4,1,3,-963.2107760969297,0.3782011996076321
USDCHF,2021-07,5,2,3,-1361.137952166382,0.2653057396875471
USDCHF,2021-08,2,2,0,600.3586662251791,inf
USDCHF,2021-09,3,1,2,-1419.0845334652738,0.009946667109274757
USDCHF,2021-10,5,3,2,663.8317364458255,1.5965262723671203
USDCHF,2021-11,2,1,1,-285.1859591405946,0.47926926795095676
USDCHF,2021-12,3,1,2,358.7111929251855,1.2856301289115946
