trade_id,entry_time,side,entry_price,sl,tp,risk_pips,outcome,pnl_base,pnl_net_ftmo,commission_r,auditable_yes_no,non_auditable_reason
N/A,2019-06-03T12:06:00+00:00,SHORT,1.11864,1.11864,1.1195500000000005,0.0,TP,1.4,1.4,0.0,YES,NONE
N/A,2019-06-04T11:45:00+00:00,SHORT,1.12545,1.12545,1.124064,0.0,SL,-1.0,-1.0,0.0,YES,NONE
N/A,2019-06-05T11:30:00+00:00,SHORT,1.12547,1.1266000000000005,1.1238879999999996,11.3,SL,-1.0,-1.0442,0.0442,YES,NONE
N/A,2019-06-07T11:06:00+00:00,SHORT,1.12677,1.12677,1.1276940000000004,0.0,TP,1.4,1.4,0.0,YES,NONE
N/A,2019-06-10T11:21:00+00:00,SHORT,1.13044,1.13044,1.1294319999999995,0.0,SL,-1.0,-1.0,0.0,YES,NONE
N/A,2019-06-11T12:00:00+00:00,SHORT,1.13039,1.1327200000000002,1.1271279999999997,23.3,SL,-1.0,-1.0215,0.0215,YES,NONE
N/A,2019-06-12T13:54:00+00:00,SHORT,1.13178,1.13178,1.1334040000000003,0.0,TP,1.4,1.4,0.0,YES,NONE
N/A,2019-06-14T11:00:00+00:00,SHORT,1.12548,1.1266500000000002,1.1238419999999998,11.7,SL,-1.0,-1.0427,0.0427,YES,NONE
N/A,2019-06-17T14:51:00+00:00,SHORT,1.12365,1.12365,1.1225159999999998,0.0,SL,-1.0,-1.0,0.0,YES,NONE
N/A,2019-06-18T12:21:00+00:00,SHORT,1.11859,1.1208800000000003,1.1153839999999997,22.9,SL,-1.0,-1.0218,0.0218,YES,NONE
N/A,2019-06-19T12:51:00+00:00,SHORT,1.12069,1.12069,1.1216700000000002,0.0,TP,1.4,1.4,0.0,YES,NONE
N/A,2019-06-21T11:27:00+00:00,SHORT,1.13104,1.13104,1.1323700000000003,0.0,TP,1.4,1.4,0.0,YES,NONE
N/A,2019-06-24T14:33:00+00:00,SHORT,1.13929,1.13929,1.141348,0.0,TP,1.4,1.4,0.0,YES,NONE
N/A,2019-06-25T12:03:00+00:00,SHORT,1.13864,1.13864,1.1393820000000006,0.0,TP,1.4,1.4,0.0,YES,NONE
N/A,2019-06-26T13:06:00+00:00,SHORT,1.13533,1.13533,1.1338039999999996,0.0,SL,-1.0,-1.0,0.0,YES,NONE
N/A,2019-06-28T18:12:00+00:00,SHORT,1.13699,1.1364599999999998,1.1377320000000002,5.3,TP,1.4,1.3057,0.0943,YES,NONE
