trade_id,entry_time,side,entry_price,sl,tp,risk_pips,outcome,pnl_base,pnl_net_ftmo,commission_r,auditable_yes_no,non_auditable_reason
N/A,2019-05-01T14:00:00+00:00,SHORT,1.12426,1.12426,1.1264300000000005,0.0,TP,1.4,1.4,0.0,YES,NONE
N/A,2019-05-03T14:00:00+00:00,SHORT,1.11788,1.11788,1.1191540000000002,0.0,FAILED_NO_TICKS,,,0.0,NO,NO_TICKS_IN_WINDOW
N/A,2019-05-06T17:00:00+00:00,SHORT,1.12064,1.12064,1.1213960000000005,0.0,TP,1.4,1.4,0.0,YES,NONE
N/A,2019-05-07T14:06:00+00:00,SHORT,1.11818,1.11818,1.1164859999999996,0.0,SL,-1.0,-1.0,0.0,YES,NONE
N/A,2019-05-08T16:09:00+00:00,SHORT,1.12019,1.12019,1.118972,0.0,SL,-1.0,-1.0,0.0,YES,NONE
N/A,2019-05-09T13:03:00+00:00,SHORT,1.11992,1.11992,1.1211800000000005,0.0,TP,1.4,1.4,0.0,YES,NONE
N/A,2019-05-10T13:06:00+00:00,SHORT,1.12389,1.12502,1.122308,11.3,SL,-1.0,-1.0442,0.0442,YES,NONE
N/A,2019-05-13T12:06:00+00:00,SHORT,1.12376,1.12376,1.1247820000000006,0.0,TP,1.4,1.4,0.0,YES,NONE
N/A,2019-05-14T12:06:00+00:00,SHORT,1.12295,1.12295,1.1223619999999994,0.0,SL,-1.0,-1.0,0.0,YES,NONE
N/A,2019-05-15T14:00:00+00:00,SHORT,1.11833,1.1225500000000002,1.1124219999999998,42.2,TIME_EXIT,-0.5545,-0.5664,0.0118,YES,NONE
N/A,2019-05-16T14:09:00+00:00,SHORT,1.11832,1.1188300000000002,1.1176059999999997,5.1,TP,1.4,1.302,0.098,YES,NONE
N/A,2019-05-17T14:00:00+00:00,SHORT,1.11697,1.11697,1.1161159999999997,0.0,SL,-1.0,-1.0,0.0,YES,NONE
N/A,2019-05-20T12:27:00+00:00,SHORT,1.11612,1.11612,1.1151259999999996,0.0,SL,-1.0,-1.0,0.0,YES,NONE
N/A,2019-05-21T12:00:00+00:00,SHORT,1.1152,1.1152,1.116166,0.0,TP,1.4,1.4,0.0,YES,NONE
N/A,2019-05-22T12:12:00+00:00,SHORT,1.11708,1.11708,1.1180460000000003,0.0,TP,1.4,1.4,0.0,YES,NONE
N/A,2019-05-23T14:00:00+00:00,SHORT,1.11383,1.1131999999999995,1.1147120000000006,6.3,TP,1.4,1.3206,0.0794,YES,NONE
N/A,2019-05-24T17:00:00+00:00,SHORT,1.12076,1.12076,1.1212640000000005,0.0,FAILED_NO_TICKS,,,0.0,NO,NO_TICKS_IN_WINDOW
N/A,2019-05-27T13:12:00+00:00,SHORT,1.11996,1.1185899999999998,1.1218780000000006,13.7,TP,1.4,1.3635,0.0365,YES,NONE
N/A,2019-05-28T14:03:00+00:00,SHORT,1.11881,1.11881,1.117732,0.0,SL,-1.0,-1.0,0.0,YES,NONE
N/A,2019-05-29T13:06:00+00:00,SHORT,1.11454,1.11454,1.1137419999999998,0.0,SL,-1.0,-1.0,0.0,YES,NONE
N/A,2019-05-31T12:00:00+00:00,SHORT,1.11519,1.11519,1.116576,0.0,TP,1.4,1.4,0.0,YES,NONE
