trade_id,entry_time,side,entry_price,sl,tp,outcome,exit_price,exit_time,pnl_r
N/A,2015-06-01T12:12:00+00:00,SHORT,1.09432,1.09432,1.09705,TP,1.09705,2015-06-01T12:12:00.390000+00:00,1.4
N/A,2015-06-02T12:54:00+00:00,SHORT,1.10475,1.10475,1.108292,TP,1.108292,2015-06-02T12:54:00.370000+00:00,1.4
N/A,2015-06-03T14:00:00+00:00,SHORT,1.12369,1.12139,1.1269100000000003,TP,1.1269100000000003,2015-06-03T14:00:00.201000+00:00,1.4
N/A,2015-06-04T14:21:00+00:00,SHORT,1.12665,1.12993,1.1220579999999998,BE,1.12665,2015-06-04T14:22:39.981000+00:00,0.0
N/A,2015-06-05T13:27:00+00:00,SHORT,1.10606,1.1112300000000002,1.098822,BE,1.10606,2015-06-05T13:29:46.314000+00:00,0.0
N/A,2015-06-08T12:15:00+00:00,SHORT,1.11698,1.1153999999999995,1.1191920000000006,TP,1.1191920000000006,2015-06-08T12:15:00.023000+00:00,1.4
N/A,2015-06-09T11:48:00+00:00,SHORT,1.12619,1.12619,1.122802,SL,1.12619,2015-06-09T11:48:00.409000+00:00,-1.0
N/A,2015-06-10T12:18:00+00:00,SHORT,1.13038,1.13038,1.1345100000000004,TP,1.1345100000000004,2015-06-10T12:18:00.047000+00:00,1.4
N/A,2015-06-11T11:00:00+00:00,SHORT,1.12627,1.12627,1.125304,SL,1.12627,2015-06-11T11:00:00.145000+00:00,-1.0
N/A,2015-06-12T14:36:00+00:00,SHORT,1.12477,1.12477,1.1291660000000006,TP,1.1291660000000006,2015-06-12T14:36:00.666000+00:00,1.4
N/A,2015-06-15T13:15:00+00:00,SHORT,1.12304,1.12304,1.1260500000000004,TP,1.1260500000000004,2015-06-15T13:15:00.110000+00:00,1.4
N/A,2015-06-16T12:51:00+00:00,SHORT,1.12344,1.12344,1.1277240000000004,TP,1.1277240000000004,2015-06-16T12:51:00.076000+00:00,1.4
N/A,2015-06-17T14:09:00+00:00,SHORT,1.12614,1.12614,1.1247259999999994,SL,1.12614,2015-06-17T14:09:00.168000+00:00,-1.0
N/A,2015-06-18T16:21:00+00:00,SHORT,1.14301,1.1339699999999997,1.1556660000000003,TP,1.1556660000000003,2015-06-18T16:21:02.168000+00:00,1.4
N/A,2015-06-19T14:54:00+00:00,SHORT,1.13343,1.13343,1.1307559999999994,SL,1.13343,2015-06-19T14:54:00.828000+00:00,-1.0
N/A,2015-06-22T14:18:00+00:00,SHORT,1.13748,1.13748,1.1410080000000005,TP,1.1410080000000005,2015-06-22T14:18:00.165000+00:00,1.4
N/A,2015-06-25T11:03:00+00:00,SHORT,1.1204,1.1204,1.1220800000000004,TP,1.1220800000000004,2015-06-25T11:03:00.151000+00:00,1.4
N/A,2015-06-26T12:48:00+00:00,SHORT,1.11906,1.11906,1.1165539999999996,SL,1.11906,2015-06-26T12:48:00.234000+00:00,-1.0
N/A,2015-06-29T14:00:00+00:00,SHORT,1.11365,1.11365,1.1168280000000004,TP,1.1168280000000004,2015-06-29T14:00:00.463000+00:00,1.4
N/A,2015-06-30T12:06:00+00:00,SHORT,1.11902,1.11902,1.1229540000000002,TP,1.1229540000000002,2015-06-30T12:06:00.366000+00:00,1.4
