pair,year,trades,wins,losses,win_rate,total_pnl_r,total_pnl_usd,avg_pnl_r,max_drawdown_pct,profit_factor
EURUSD,2022,15,8,7,53.333333333333336,-2.3654913829482878,-2365.4913829482875,-0.15769942552988586,4.19497443280524,0.6270960091671076
EURUSD,2023,21,10,11,47.61904761904761,-7.649683721914809,-7649.683721914807,-0.3642706534245147,8.397122668262934,0.31451238387416824
EURUSD,2024,16,10,6,62.5,-3.2951116377764196,-3295.111637776419,-0.20594447736102622,4.782412029009281,0.4270383176573515
EURUSD,2025,17,5,12,29.411764705882355,-8.919181037607839,-8919.181037607837,-0.5246577080945788,7.893341859698403,0.14150278355192156
