trade_id,entry_time,exit_time,direction,verdict,gross_r,net_r,comm_r
94,2015-06-01T12:12:00+00:00,2015-06-01T12:58:40.903000,LONG,BE_STOP,0.0,-0.0256,0.0256
95,2015-06-02T12:54:00+00:00,2015-06-02T13:00:18.845000,LONG,TP,1.4,1.3802,0.0198
96,2015-06-03T14:00:00+00:00,2015-06-03T14:08:55.632000,LONG,TP,1.4,1.3783,0.0217
97,2015-06-04T14:21:00+00:00,2015-06-04T16:47:04.020000,SHORT,SL,-1.0,-1.0152,0.0152
98,2015-06-05T13:27:00+00:00,2015-06-05T14:20:14.403000,SHORT,SL,-1.0,-1.0097,0.0097
99,2015-06-08T12:15:00+00:00,2015-06-08T12:19:28.602000,LONG,TP,1.4,1.3684,0.0316
100,2015-06-09T11:48:00+00:00,2015-06-09T12:38:30.844000,SHORT,TP,1.4,1.3793,0.0207
101,2015-06-10T12:18:00+00:00,2015-06-10T13:28:01.772000,LONG,TP,1.4,1.3831,0.0169
102,2015-06-11T11:00:00+00:00,2015-06-11T11:37:45.240000,SHORT,BE_STOP,0.0,-0.0725,0.0725
103,2015-06-12T14:36:00+00:00,2015-06-12T15:13:25.950000,LONG,TP,1.4,1.3841,0.0159
104,2015-06-15T13:15:00+00:00,2015-06-15T13:27:59.776000,LONG,BE_STOP,0.0,-0.0233,0.0233
105,2015-06-16T12:51:00+00:00,2015-06-16T13:40:45.943000,LONG,BE_STOP,0.0,-0.0163,0.0163
106,2015-06-17T14:09:00+00:00,2015-06-17T14:30:30.132000,SHORT,TP,1.4,1.3505,0.0495
107,2015-06-18T16:21:00+00:00,2015-06-18T23:44:53.056000,LONG,TIME_EXIT,-0.6416,-0.6471,0.0055
108,2015-06-19T14:54:00+00:00,2015-06-19T15:40:30.205000,SHORT,BE_STOP,0.0,-0.0262,0.0262
109,2015-06-22T14:18:00+00:00,2015-06-22T15:25:41.560000,LONG,TP,1.4,1.3802,0.0198
110,2015-06-25T11:03:00+00:00,2015-06-25T12:00:10.889000,LONG,BE_STOP,0.0,-0.0417,0.0417
111,2015-06-26T12:48:00+00:00,2015-06-26T13:13:00.296000,SHORT,TP,1.4,1.3721,0.0279
112,2015-06-29T14:00:00+00:00,2015-06-29T14:43:34.652000,LONG,TP,1.4,1.378,0.022
113,2015-06-30T12:06:00+00:00,2015-06-30T13:04:38.124000,LONG,TP,1.4,1.3822,0.0178
