context_key,trades,wins,losses,win_rate_pct,profit_factor,net_pnl_usd,avg_r_multiple
late_continuation|wed_thu|core|active|deep|short,4,3,1,75.0,11.883036643148927,1163.3168647483585,0.4303330701944957
late_continuation|fri|core|active|mild|short,2,2,0,100.0,inf,980.7940705027517,0.6888353556032907
late_continuation|fri|core|active|mild|long,2,2,0,100.0,inf,645.3233295756359,0.6586825445151858
late_continuation|wed_thu|core|active|deep|long,3,2,1,66.66666666666666,2.4512688567228382,518.3136622358793,-0.07006308713436198
late_continuation|mon_tue|late|active|mild|long,4,3,1,75.0,2.7579280618671014,512.6625035810405,-0.1180443101733134
late_continuation|wed_thu|late|active|deep|short,5,3,2,60.0,1.352006051333949,282.65406303364455,0.11964641388541353
late_continuation|wed_thu|late|active|mild|long,3,2,1,66.66666666666666,1.1599971126520092,83.85512647471847,-0.050516457077631784
late_continuation|mon_tue|core|active|deep|long,3,2,1,66.66666666666666,1.0349178066330504,16.784067159957658,-0.196089387701773
late_continuation|wed_thu|late|active|mild|short,3,2,1,66.66666666666666,0.9852412962788625,-10.009304363687079,-0.024663145193952296
late_continuation|fri|late|active|mild|short,2,1,1,50.0,0.8753645471924418,-68.89887668768063,-0.3285702720844556
late_continuation|wed_thu|late|active|deep|long,9,5,4,55.55555555555556,0.8146900473360086,-283.61753458170574,-0.011214553961083852
late_continuation|mon_tue|late|active|deep|short,2,1,1,50.0,0.3255163149757508,-328.2801186041281,-0.4346623202537109
late_continuation|mon_tue|core|active|mild|long,3,1,2,33.33333333333333,0.23844138254842298,-373.7328330235216,-0.5958443437146635
late_continuation|mon_tue|late|active|mild|short,3,2,1,66.66666666666666,0.23581202792944522,-623.3510346625576,-0.17132659260794614
late_continuation|fri|late|active|mild|long,3,1,2,33.33333333333333,0.3753720444199701,-624.1006146778482,-0.7037896735334949
late_continuation|fri|late|active|deep|long,3,1,2,33.33333333333333,0.09855328436891934,-979.8729970539898,-0.8091495475629538
late_continuation|mon_tue|late|active|deep|long,3,1,2,33.33333333333333,0.18773996575761207,-1089.9267352071658,-0.6643117751902134
late_continuation|fri|core|active|deep|short,2,0,2,0.0,0.0,-1346.6892203368748,-0.9283166075566766
late_continuation|wed_thu|core|active|mild|long,3,0,3,0.0,0.0,-1425.5598299895305,-0.9850564345168111
late_continuation|fri|late|active|deep|short,3,0,3,0.0,0.0,-1695.1190399656805,-1.0871748468806597
late_continuation|fri|core|active|deep|long,3,0,3,0.0,0.0,-1985.1906945215876,-1.237919129995526
