pair,trades,wins,losses,win_rate_pct,profit_factor,net_pnl_usd,avg_r_multiple
EURUSD,11,3,8,27.27272727272727,0.6322458266376183,-2254.4072768630235,-0.2827890371898769
GBPUSD,5,0,5,0.0,0.0,-3896.0577110438535,-1.054224253998529
