pair,month,trades,wins,losses,breakevens,win_rate,total_pnl_r,total_pnl_usd,avg_pnl_r,max_drawdown_pct,profit_factor
EURUSD,2015-01,24,11,13,0,45.83333333333333,-6.516615645807901,-3222.2043232167853,-0.27152565190866257,3.6328852126911566,0.5136879259275525
EURUSD,2015-02,4,3,1,0,75.0,0.8653056316539435,414.9895856039915,0.21632640791348587,0.514847139289956,1.8026272549648135
