pair,year,trades,wins,losses,net_pnl_usd,profit_factor
USDCAD,2020,13,8,5,1049.0364366391968,1.3940777604424937
USDCAD,2021,14,7,7,-1422.2131253510256,0.6874199489850691
USDJPY,2020,13,7,6,-1410.687240798143,0.5862214756114906
USDJPY,2021,14,9,5,320.2338410974737,1.1216323236466668
