timestamp_input,ny_time,inside_08_11_ny,inside_07_17_ny,status
2022-05-03 03:15:00,2022-05-02 23:15:00 EDT,False,False,REJECTED_BOTH
2022-05-04 08:30:00,2022-05-04 04:30:00 EDT,False,False,REJECTED_BOTH
2022-05-04 09:15:00,2022-05-04 05:15:00 EDT,False,False,REJECTED_BOTH
2022-05-03 11:45:00,2022-05-03 07:45:00 EDT,False,True,VALID
2023-01-02 08:50:00,2023-01-02 03:50:00 EST,False,False,REJECTED_BOTH
