h1_ema_fast,h1_ema_slow,asr_h1_adx_max,asr_h1_distance_atr_max,m15_ema_period,asr_m15_extension_atr,asr_m15_rsi_long,asr_m15_rsi_short,asr_m5_reclaim_rsi_long,asr_m5_reclaim_rsi_short,stop_atr_multiple,asr_take_profit_rr_cap,asr_max_hold_bars,validation_score,full_sample_goal_score,avg_validation_goal_score,avg_validation_robustness,avg_validation_return_pct,avg_validation_sharpe,worst_validation_drawdown_pct,profitable_window_ratio,full_sample_robustness,initial_capital,final_equity,total_return_pct,max_drawdown_pct,sharpe_ratio,profit_factor,total_trades,wins,losses,break_even_trades,win_rate_pct,trades_per_month,profit_month_ratio,avg_monthly_net_pnl_usd,expectancy_usd,avg_trade_minutes,median_trade_minutes,max_consecutive_wins,max_consecutive_losses
21,200,20.0,0.8,10,0.3,34.0,66.0,38.0,62.0,0.8,0.7,9,2.34155549835556,-6.997172799155466,2.6010291354206876,0.2532563378246462,-4.253390479551264,-2.750095155064891,6.356531440459931,0.0,0.1952215128952495,100000.0,85605.90996344261,-14.394090036557394,14.394090036557392,-2.505028498914738,0.4472091905019626,72,36,36,0,50.0,6.0,0.16666666666666666,-1199.5075030464477,-199.91791717440796,13.194444444444445,10.0,6,4
21,200,20.0,0.8,10,0.3,34.0,66.0,38.0,62.0,0.8,0.7,4,0.317812786414303,-23.33726185475989,0.35226620245615603,0.24896750691874003,-4.127845475678162,-2.759379362564463,6.265453245630391,0.0,0.1722294683681861,100000.0,83905.27542112794,-16.094724578872068,16.09472457887206,-2.9220387077344254,0.38128582679387063,69,30,39,0,43.47826086956522,5.75,0.25,-1341.2270482393385,-233.2568779546676,11.956521739130435,10.0,5,4
21,200,20.0,0.8,10,0.3,34.0,66.0,38.0,62.0,1.0,0.5,4,0.12501064305064244,-15.921860793289557,0.13893864573709447,0.19322679327905634,-4.32781092108967,-3.1127506637265974,6.33146155357474,0.0,0.15098720623533302,100000.0,84717.0066558329,-15.282993344167107,15.282993344167101,-2.9762904089577664,0.35222323178079384,66,31,35,0,46.96969696969697,5.5,0.16666666666666666,-1273.5827786805987,-231.56050521465434,13.56060606060606,10.0,5,4
21,200,20.0,0.8,10,0.3,34.0,66.0,38.0,62.0,1.0,0.5,9,-0.8731348144714859,-15.318464694691059,-0.9772179984633511,0.16199274940603753,-4.71974911471251,-3.220663845796701,6.63825851402616,0.0,0.14469180230493595,100000.0,83969.1018839109,-16.030898116089098,16.030898116089098,-3.0433987009447256,0.3427530105678586,66,33,33,0,50.0,5.5,0.16666666666666666,-1335.9081763407553,-242.89239569831915,15.0,10.0,7,4
21,200,20.0,0.8,10,0.3,34.0,66.0,38.0,62.0,0.8,0.7,6,-1.1902413821802997,-16.147162503360406,-1.3253361370068735,0.22958938527587158,-4.485415535940557,-2.9832941838017533,6.355679021616592,0.0,0.1677244654395714,100000.0,84407.01771022503,-15.59298228977497,15.59298228977497,-2.8122032872453797,0.393760851151931,69,32,37,0,46.3768115942029,5.75,0.16666666666666666,-1299.4151908145889,-225.98525057645026,12.826086956521738,10.0,6,4
21,200,20.0,0.8,10,0.3,34.0,66.0,38.0,62.0,0.8,0.9,9,-1.2185029100761013,-2.814432982711498,-1.3567568357993531,0.2849146093820106,-4.2669092644359585,-2.597324787554267,6.595170346835036,0.0,0.2677586406436898,100000.0,87882.04904180905,-12.11795095819095,12.117950958190951,-1.9132859065466035,0.546560768077478,71,34,37,0,47.88732394366197,5.916666666666667,0.25,-1009.8292465158997,-170.67536560832104,14.929577464788732,10.0,6,4
21,200,20.0,0.8,10,0.3,34.0,66.0,38.0,62.0,0.8,0.5,9,-1.2735041021223876,-8.93312298045069,-1.4213997418549473,0.15349341908104228,-4.598335753133948,-3.2208864938124777,6.480929827421815,0.0,0.16854875545532588,100000.0,86549.70799943338,-13.450292000566622,13.450292000566625,-2.6589035354332693,0.3787466211644165,66,34,32,0,51.515151515151516,5.5,0.16666666666666666,-1120.8576667138825,-203.79230303888775,10.378787878787879,7.5,7,5
21,200,20.0,0.8,10,0.3,34.0,66.0,38.0,62.0,0.8,0.5,6,-1.2889952815705146,-8.53992956368605,-1.4382297774053243,0.15292470918048526,-4.568735394239226,-3.219747688841563,6.479898269467429,0.0,0.17189054487591574,100000.0,86815.10449961801,-13.184895500381987,13.184895500381987,-2.618226597327909,0.3841743597450967,66,34,32,0,51.515151515151516,5.5,0.16666666666666666,-1098.7412916984952,-199.77114394518094,10.151515151515152,7.5,7,5
21,200,20.0,0.8,10,0.3,34.0,66.0,38.0,62.0,0.8,0.9,4,-1.630504460807321,-14.21328281109356,-1.806652540151846,0.26430311575802046,-4.209245251177002,-2.7339216950956104,6.139305073924834,0.0,0.21577194093620633,100000.0,85710.44970786324,-14.289550292136754,14.28955029213676,-2.491423887820464,0.4603495266551727,72,32,40,0,44.44444444444444,6.0,0.25,-1190.7958576780575,-198.46597627967628,13.055555555555555,10.0,5,4
21,200,20.0,0.8,10,0.3,34.0,66.0,38.0,62.0,1.0,0.5,6,-2.0483833567643566,-12.80636749688157,-2.292262415017036,0.15753335937524782,-4.7074727233239635,-3.265115503109205,6.637987458242507,0.0,0.15193252468529958,100000.0,84669.17642747668,-15.330823572523322,15.330823572523325,-2.948118254580256,0.354775824930823,66,33,33,0,50.0,5.5,0.16666666666666666,-1277.5686310436108,-232.28520564429286,14.393939393939394,10.0,7,4
