pair,month,trades,wins,losses,net_pnl_usd,profit_factor
AUDUSD,2020-02,1,1,0,66.4049195996651,inf
AUDUSD,2020-05,1,0,1,-820.1228589397173,0.0
AUDUSD,2020-07,1,0,1,-888.0028004098119,0.0
AUDUSD,2020-08,2,1,1,-501.20459310652717,0.4096006259312756
AUDUSD,2020-10,2,0,2,-1596.905422770883,0.0
AUDUSD,2020-11,1,1,0,345.24991051567713,inf
EURUSD,2020-02,1,0,1,-834.4472609355025,0.0
EURUSD,2020-03,1,0,1,-790.2859169012719,0.0
EURUSD,2020-04,1,0,1,-831.8696768661165,0.0
EURUSD,2020-08,1,0,1,-734.8445079447355,0.0
EURUSD,2020-09,2,1,1,-262.8165679408868,0.5832940801987454
EURUSD,2020-12,3,2,1,-199.58949530061324,0.7287308878536678
GBPJPY,2020-01,5,1,4,-2772.62583289374,0.1202906068080899
GBPJPY,2020-02,1,1,0,111.17747694972336,inf
GBPJPY,2020-04,2,2,0,805.4451400803539,inf
GBPJPY,2020-05,1,1,0,992.9030930887191,inf
GBPJPY,2020-07,1,1,0,355.8118769322899,inf
GBPJPY,2020-08,1,1,0,317.70707318746065,inf
GBPJPY,2020-10,3,0,3,-2220.8549691742674,0.0
GBPUSD,2020-01,1,0,1,-852.3473515576079,0.0
GBPUSD,2020-02,1,0,1,-599.4301508611629,0.0
GBPUSD,2020-06,1,0,1,-815.4173885719968,0.0
GBPUSD,2020-07,1,0,1,-590.4859765232175,0.0
GBPUSD,2020-10,1,1,0,903.2385471998365,inf
GBPUSD,2020-11,1,1,0,359.87489034231237,inf
GBPUSD,2020-12,1,0,1,-756.8190312847347,0.0
USDCAD,2020-01,3,3,0,499.42738178478805,inf
USDCAD,2020-04,2,2,0,1555.108937848409,inf
USDCAD,2020-06,1,1,0,389.3477862139948,inf
USDCAD,2020-07,2,2,0,661.5478457863919,inf
USDCAD,2020-08,1,0,1,-642.08467444146,0.0
USDCAD,2020-09,1,1,0,248.71811875452548,inf
USDCAD,2020-11,1,0,1,-604.5068074455547,0.0
USDCHF,2020-01,2,2,0,243.53220782246387,inf
USDCHF,2020-05,4,1,3,-2046.68005024265,0.12045034268515163
USDCHF,2020-06,1,0,1,-810.3963697379478,0.0
USDCHF,2020-09,1,1,0,255.60433040539255,inf
USDCHF,2020-11,2,1,1,-368.65931384462215,0.3446040618421289
USDCHF,2020-12,1,0,1,-785.7271828580199,0.0
USDJPY,2020-02,1,1,0,48.10594678814666,inf
USDJPY,2020-03,1,0,1,-749.347037596822,0.0
USDJPY,2020-04,2,2,0,965.8666088435003,inf
USDJPY,2020-05,2,1,1,-313.3652607372302,0.27277390471424057
USDJPY,2020-07,2,0,2,-970.1086113018512,0.0
USDJPY,2020-08,1,0,1,-457.4359252351386,0.0
USDJPY,2020-09,2,2,0,275.9133412562205,inf
USDJPY,2020-10,1,1,0,21.305565466845138,inf
